#CODEVALUEMODEL=CodeValuePhi|CODESYSTEMID=phidic|CODESYSTEMNAME=PHIDIC|CODESYSTEMDISPLAYNAME=PHI DICTIONARY|VERSION=0|DESCRIPTION=Main CodeSystem|LANGUAGE=it|AUTHORITYNAME=Insiel Mercato SpA|AUTHORITYDESCRIPTION=Insiel Mercato SpA|AUTHORITYCONTACTINFORMATION=info@insielmercato.it|||||||||
ID SUFFIX|CODE|NAME|DESCRIPTION|ELEMENT TYPE|SEQUENCE NUMBER|STATUS|KEYWORDS|EXTENSION[Abbreviation]|EXTENSION[Enable annotation]|EXTENSION[Score]|TRANSLATION[de]|TRANSLATION[en]|TRANSLATION[it]|RELATION[CodeValueCity]|RELATION[CodeValueIcd9]|RELATION[CodeValuePhi]|VALID FROM|VALID TO
spisal.esposti.sostanze.ncas.127_V0|1333-82-0|1333-82-0|triossido di cromo|C|0|1|||||||triossido di cromo||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.128_V0|133-49-3|133-49-3|pentaclorobenzentiolo|C|0|1|||||||pentaclorobenzentiolo||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.129_V0|1336-36-3|1336-36-3|Policlorodifenili; PCB|C|0|1|||||||Policlorodifenili||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.130_V0|1344-37-2|1344-37-2|giallo di piombo solfocromato; Pigment yellow 34 (C. I.); Questa sostanza è identificata nel Colour Index dal Colour Index Constitution Number, C.I. 77603.|C|0|1|||||||giallo di piombo solfocromato; Pigment yellow 34 (C. I.)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.131_V0|135-19-3|135-19-3|2-naftolo|C|0|1|||||||2-naftolo||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.132_V0|13654-09-6|13654-09-6|Bifenili deca-bromurati; decabromo-1,1'-bifenile|C|0|1|||||||Bifenili deca-bromurati||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.133_V0|13674-84-5|13674-84-5|Fosfato di tris(2-cloro-1-metiletile)|C|0|1|||||||Fosfato di tris(2-cloro-1-metiletile)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.134_V0|13674-87-8|13674-87-8|dicloroisopropilfosfato; fosfato di tris[2-cloro-1-(clorometil)etile]|C|0|1|||||||dicloroisopropilfosfato||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.135_V0|137-26-8|137-26-8|Tiram; (bis dimetilcarbamoil) disolfuro; Disolfuro di tetrametiltiourame|C|0|1|||||||Tiram; (bis dimetilcarbamoil) disolfuro||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.136_V0|137-30-4|137-30-4|Ziram; Bis(N,N-dimetil-ditiocarbammato) di zinco.|C|0|1|||||||Ziram||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.137_V0|137-42-8|137-42-8|Metam-sodio; N-metil-ditiocarbammato di sodio.|C|0|1|||||||Metam-sodio||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.138_V0|13775-53-6|13775-53-6|Esafluoroalluminato di trisodio; Criolite|C|0|1|||||||Esafluoroalluminato di trisodio||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.139_V0|140-66-9|140-66-9|4-(1,1,3,3-tetrametilbutil)fenolo); 4-terz-ottilfenolo|C|0|1|||||||4-(1,1,3,3-tetrametilbutil)fenolo)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.140_V0|141-97-9|141-97-9|acetoacetato di etile|C|0|1|||||||acetoacetato di etile||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.141_V0|14216-75-2|14216-75-2|Sale di nichel di acido nitrico|C|0|1|||||||Sale di nichel di acido nitrico||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.142_V0|1461-25-2|1461-25-2|Tetrabutilstagno|C|0|1|||||||Tetrabutilstagno||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.143_V0|14816-18-3|14816-18-3|fossima [ISO]; α-(dietossifosfinotioilimmino) fenilacetonitrile|C|0|1|||||||fossima [ISO]||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.144_V0|14861-17-7|14861-17-7|4-(2,4-diclorofenossi)anilina|C|0|1|||||||4-(2,4-diclorofenossi)anilina||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.145_V0|1506-02-1|1506-02-1|1-(5,6,7,8-tetraidro-3,5,5,6,8,8-esametil-2-naftil)etan-1-one|C|0|1|||||||1-(5,6,7,8-tetraidro-3,5,5,6,8,8-esametil-2-naftil)etan-1-one||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.146_V0|15096-52-3|15096-52-3|Esafluoroalluminato di trisodio; Criolite|C|0|1|||||||Esafluoroalluminato di trisodio||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.147_V0|151-56-4|151-56-4|Etilenimina|C|0|1|||||||Etilenimina||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.148_V0|15571-58-1|15571-58-1|10-etil-7-osso-4,4-diottil-8-ossa-3,5-ditia-4-stannatetradecanoato di 2-etilesile|C|0|1|||||||10-etil-7-osso-4,4-diottil-8-ossa-3,5-ditia-4-stannatetradecanoato di 2-etilesile||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.149_V0|1570-64-5|1570-64-5|4-cloro-o-cresolo; 4-cloro-2-metilfenolo|C|0|1|||||||4-cloro-o-cresolo||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.150_V0|1582-09-8|1582-09-8|trifluralin (ISO) (contenente < 0,5 ppm NPDA); alfa, alfa, alfa-trifluoro-2,6-dinitro-N,N-dipropil-p-toluidina (contenente < 0,5 ppm NPDA); 2,6-dinitro-N,N-dipropil-4-(trifluorometil)anilina (contenente < 0,5 ppm NPDA); N,N-dipropil-2,6-dinitro-4-(trifluo|C|0|1|||||||trifluralin (ISO) (contenente < 0,5 ppm NPDA); alfa, alfa, alfa-trifluoro-2,6-dinitro-N,N-dipropil-p-toluidina (contenente < 0,5 ppm NPDA); 2,6-dinitro-N,N-dipropil-4-(trifluorometil)anilina (contenente < 0,5 ppm NPDA)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.151_V0|15972-60-8|15972-60-8|Alacloro (ISO); 2-cloro-2',6'-dietil-N-(metossimetil)acetanilide|C|0|1|||||||Alacloro (ISO)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.152_V0|1634-04-4|1634-04-4|terz-butilmetil etere; MTBE; 2-metossi-2-metilpropano|C|0|1|||||||terz-butilmetil etere; MTBE||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.153_V0|1675-54-3|1675-54-3|2,2-bis-[4-(2,3-epossipropossi)fenil]-propano|C|0|1|||||||2,2-bis-[4-(2,3-epossipropossi)fenil]-propano||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.154_V0|1698-60-8|1698-60-8|5-ammino-4-cloro-2-fenilpiridazin-3(2H)-one; Pirazone; Cloridazon|C|0|1|||||||5-ammino-4-cloro-2-fenilpiridazin-3(2H)-one; Pirazone||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.155_V0|1746-01-6|1746-01-6|2,3,7,8-tetraclorodibenzodiossina (TCDD)|C|0|1|||||||2,3,7,8-tetraclorodibenzodiossina (TCDD)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.156_V0|1746-81-2|1746-81-2|Monolinuron (ISO); 3-(4-clorofenil)-1-metossi-1-metilurea|C|0|1|||||||Monolinuron (ISO)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.157_V0|1762-27-2|1762-27-2|dietildimetilpiombo; dietildimetilplumbato|C|0|1|||||||dietildimetilpiombo||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.158_V0|1763-23-1|1763-23-1|acido perfluorottano solfonoico; acido eptadecafluorottan-1-solfonico|C|0|1|||||||acido perfluorottano solfonoico||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.159_V0|17924-92-4|17924-92-4|Zearalenone; [S-(E)]-3,4,5,6,9,10-esaidro-14,16-diidrossi-3-metil-1H-2-benzossaciclotetradecin-1,7(8H)-dione|C|0|1|||||||Zearalenone||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.160_V0|1806-26-4|1806-26-4|p-ottilfenolo|C|0|1|||||||p-ottilfenolo||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.161_V0|1836-75-5|1836-75-5|Nitrofen (ISO); Ossido di 2,4-diclorofenile e 4-nitrofenile|C|0|1|||||||Nitrofen (ISO)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.162_V0|1843-05-6|1843-05-6|2-idrossi-4-ottilossibenzofenone|C|0|1|||||||2-idrossi-4-ottilossibenzofenone||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.163_V0|1912-24-9|1912-24-9|Atrazina (ISO); 2-cloro-4-etilamino-6-isopropilamino-1,3,5-triazina|C|0|1|||||||Atrazina (ISO)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.164_V0|191-24-2|191-24-2|Benzo(g,h,i)perilene|C|0|1|||||||Benzo(g,h,i)perilene||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.165_V0|193-39-5|193-39-5|indeno[1,2,3-cd]pirene|C|0|1|||||||indeno[1,2,3-cd]pirene||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.166_V0|19408-74-3|19408-74-3|1,2,3,7,8,9-esacloro-dibenzo-p-diossina|C|0|1|||||||1,2,3,7,8,9-esacloro-dibenzo-p-diossina||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.167_V0|205-99-2|205-99-2|benzo[e]acefenantrilene|C|0|1|||||||benzo[e]acefenantrilene||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.168_V0|206-44-0|206-44-0|Fluorantene|C|0|1|||||||Fluorantene||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.169_V0|207-08-9|207-08-9|benzo[k]fluorantene|C|0|1|||||||benzo[k]fluorantene||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.170_V0|2082-79-3|2082-79-3|3-(3,5-di-terz-butil-4-idrossifenil)propionato di ottadecile|C|0|1|||||||3-(3,5-di-terz-butil-4-idrossifenil)propionato di ottadecile||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.171_V0|2392-48-5|2392-48-5|4-cloro-1-(2,4-diclorofenossi)-2-nitrobenzene|C|0|1|||||||4-cloro-1-(2,4-diclorofenossi)-2-nitrobenzene||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.172_V0|24017-47-8|24017-47-8|Triazofos (ISO);  Ditiofosfato di O,O-dietile e O-1-fenil-1H-1,2,4-triazol-3-ile|C|0|1|||||||Triazofos (ISO)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.173_V0|24602-86-6|24602-86-6|Tridemorf (ISO); 2,6-dimetil-4-tridecilmorfolina|C|0|1|||||||Tridemorf (ISO)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.174_V0|25057-89-0|25057-89-0|Bentazone (ISO); 2,2-diossido di 3-isopropil-2,1,3-benzotiadiazin-4-one|C|0|1|||||||Bentazone (ISO)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.175_V0|25103-58-6|25103-58-6|terz-dodecantiolo; dodecantiolo terziario|C|0|1|||||||terz-dodecantiolo||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.176_V0|25154-52-3|25154-52-3|nonilfenolo|C|0|1|||||||nonilfenolo||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.177_V0|25167-70-8|25167-70-8|2,4,4-trimetilpentene|C|0|1|||||||2,4,4-trimetilpentene||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.178_V0|25168-05-2|25168-05-2|clorotoluene|C|0|1|||||||clorotoluene||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.179_V0|25550-98-5|25550-98-5|diisodecil fenil fosfite; fosfito-di-fenile-e-diisodecile|C|0|1|||||||diisodecil fenil fosfite||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.180_V0|25637-99-4|25637-99-4|esabromociclododecano|C|0|1|||||||esabromociclododecano||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.181_V0|26140-60-3|26140-60-3|terfenile|C|0|1|||||||terfenile||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.182_V0|262-12-4|262-12-4|Dibenzodiossina; dibenzo-p-diossina|C|0|1|||||||Dibenzodiossina||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.183_V0|26272-76-4|26272-76-4|N-[2-(2-eptadecil-4,5-diidro-1H-imidazol-1-il)etil]estearamide|C|0|1|||||||N-[2-(2-eptadecil-4,5-diidro-1H-imidazol-1-il)etil]estearamide||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.184_V0|2642-71-9|2642-71-9|Azinfos-etile [ISO]; Ditiofosfato di O,O-dietile e 4-ossobenzotriazin-3-ilmetile|C|0|1|||||||Azinfos-etile [ISO]||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.185_V0|26447-40-5|26447-40-5|Diisocianato di 4,4'-metilendifenile; metilendifenilediisocianato|C|0|1|||||||Diisocianato di 4,4'-metilendifenile||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.186_V0|26523-78-4|26523-78-4|fosfito di tris(nonilfenile)|C|0|1|||||||fosfito di tris(nonilfenile)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.187_V0|26761-40-0|26761-40-0|diisodecil ftalato|C|0|1|||||||diisodecil ftalato||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.188_V0|26898-17-9|26898-17-9|dibenziltoluene|C|0|1|||||||dibenziltoluene||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.189_V0|27107-89-7|27107-89-7|10-etil-4-[[2-[(2-etilesile)ossi]-2-ossoetil]-tio]-4-ottil-7-osso-8-ossa-3,5-ditia-4-stannatetradecanoato di 2-etilesile|C|0|1|||||||10-etil-4-[[2-[(2-etilesile)ossi]-2-ossoetil]-tio]-4-ottil-7-osso-8-ossa-3,5-ditia-4-stannatetradecanoato di 2-etilesile||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.190_V0|27193-86-8|27193-86-8|dodecilfenolo|C|0|1|||||||dodecilfenolo||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.191_V0|27858-07-7|27858-07-7|Bifenili octa-bromurati; tetrabromo(tetrabromofenil)benzene|C|0|1|||||||Bifenili octa-bromurati||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.192_V0|28553-12-0|28553-12-0|Di-isononil ftalato|C|0|1|||||||Di-isononil ftalato||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.193_V0|2921-88-2|2921-88-2|Clorpirifos (ISO); Tiofosfato di O,O-dietile e O-3,5,6-tricloro-2-piridile|C|0|1|||||||Clorpirifos (ISO)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.194_V0|29388-59-8|29388-59-8|secoisolariciresinolo diglucoside|C|0|1|||||||secoisolariciresinolo diglucoside||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.195_V0|294-62-2|294-62-2|ciclododecano|C|0|1|||||||ciclododecano||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.196_V0|298-00-0|298-00-0|Paration - metil (ISO); Tiofosfato di O,O-dimetile e O-4-nitrofenile|C|0|1|||||||Paration - metil (ISO)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.197_V0|298-03-3|298-03-3|Demeton-O (ISO); Tiofosfato di O,O-dietile e O-2-etiltioetile|C|0|1|||||||Demeton-O (ISO)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.198_V0|298-04-4|298-04-4|Disulfoton (ISO); Ditiofosfato di O,O-dietile e 2-etiltioetile|C|0|1|||||||Disulfoton (ISO)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.199_V0|301-12-2|301-12-2|Ossidemeton-metile; O,O-dimetil-S-(2-etil-solfinil-etil)-monotio-fosfato|C|0|1|||||||Ossidemeton-metile||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.200_V0|3033-77-0|3033-77-0|cloruro di 2,3-epossipropiltrimetilammonio …%; cloruro di glicidile trimetilammonio ...%|C|0|1|||||||cloruro di 2,3-epossipropiltrimetilammonio â€¦%||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.201_V0|30899-19-5|30899-19-5|Pentanolo isomeri (esclusi quelli espressamente indicati altrove nell' Allegato 1)|C|0|1|||||||Pentanolo isomeri (esclusi quelli espressamente indicati altrove nell' Allegato 1)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.202_V0|309-00-2|309-00-2|Aldrin (ISO)|C|0|1|||||||Aldrin (ISO)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.203_V0|31565-23-8|31565-23-8|pentasolfuro di di(terz-dodecile)|C|0|1|||||||pentasolfuro di di(terz-dodecile)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.204_V0|31570-04-4|31570-04-4|fosfito di tris(2,4-ditert-butilfenile)|C|0|1|||||||fosfito di tris(2,4-ditert-butilfenile)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.205_V0|319-84-6|319-84-6|alfa-Benzenesacloruro (alfa-BHC)|C|0|1|||||||alfa-Benzenesacloruro (alfa-BHC)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.206_V0|319-85-7|319-85-7|Esaclorocicloesano beta; Beta esaclorocicloesano; beta-HCH|C|0|1|||||||Esaclorocicloesano beta; Beta esaclorocicloesano||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.207_V0|32534-81-9|32534-81-9|ossido di difenile, derivato pentabromato|C|0|1|||||||ossido di difenile, derivato pentabromato||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.208_V0|32536-52-0|32536-52-0|Difeniletere, ottabromoderivato|C|0|1|||||||Difeniletere, ottabromoderivato||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.209_V0|32588-76-4|32588-76-4|Etilenbis (tetrabromoftalimmide); N,N`-etilenbis(3,4,5,6-tetrabromoftalimmide)|C|0|1|||||||Etilenbis (tetrabromoftalimmide)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.210_V0|3268-87-9|3268-87-9|1,2,3,4,6,7,8,9-octacloro-dibenzo-p-diossina|C|0|1|||||||1,2,3,4,6,7,8,9-octacloro-dibenzo-p-diossina||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.211_V0|32809-16-8|32809-16-8|procimidone|C|0|1|||||||procimidone||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.212_V0|330-54-1|330-54-1|Diuron (ISO); 3-(3,4-diclorofenil)-1,1-dimetilurea|C|0|1|||||||Diuron (ISO)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.213_V0|330-55-2|330-55-2|Linuron (ISO); 3-(3,4-diclorofenil)-1-metil-1-metossiurea|C|0|1|||||||Linuron (ISO)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.214_V0|3327-22-8|3327-22-8|cloruro di (3-cloro-2-idrossipropil)trimetilammonio …%|C|0|1|||||||cloruro di (3-cloro-2-idrossipropil)trimetilammonio â€¦%||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.215_V0|3333-67-3|3333-67-3|carbonato di nichel; carbonato basico di nichel; acido carbonico, sale di nichel (2+)|C|0|1|||||||carbonato di nichel; carbonato basico di nichel||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.216_V0|333-41-5|333-41-5|Diazinon (ISO); Tiofosfato di O,O-dietile e O-2-isopropil-6-metilpirimidin-4-ile.|C|0|1|||||||Diazinon (ISO)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.217_V0|335-67-1|335-67-1|Acido pentadecafluorooctanoico|C|0|1|||||||Acido pentadecafluorooctanoico||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.218_V0|34123-59-6|34123-59-6|Isoproturon; 3-(4-isopropilfenil)-1,1-dimetilurea|C|0|1|||||||Isoproturon||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.219_V0|34256-82-1|34256-82-1|2-cloro-N-(2-etil-6-metilfenil)-N-(etossimetil)acetammide; Acetoclor|C|0|1|||||||2-cloro-N-(2-etil-6-metilfenil)-N-(etossimetil)acetammide||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.220_V0|3520-72-7|3520-72-7|Pigment orange 13; 4,4`-[(3,3`-dicloro[1,1`-bifenil]-4,4`-diil)bis(azo)]bis[2-fenil-2,4-diidro-5-metil-3H-pirazol-3-one]|C|0|1|||||||Pigment orange 13||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.221_V0|3542-36-7|3542-36-7|diclorodiottilstannano|C|0|1|||||||diclorodiottilstannano||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.222_V0|35554-44-0|35554-44-0|Imazalil (ISO); 1-[2-(allilossi)-2-(2,4-diclorofenil)etil]-1H-imidazolo|C|0|1|||||||Imazalil (ISO)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.223_V0|35822-46-9|35822-46-9|1,2,3,4,6,7,8-eptacloro-dibenzo-p-diossina (PCDD73)|C|0|1|||||||1,2,3,4,6,7,8-eptacloro-dibenzo-p-diossina (PCDD73)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.224_V0|3590-84-9|3590-84-9|tetraottilstagno|C|0|1|||||||tetraottilstagno||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.225_V0|36355-01-8|36355-01-8|Esabromobifenile (formulazione tecnica); esabromo-1,1'-bifenil|C|0|1|||||||Esabromobifenile (formulazione tecnica)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.226_V0|36483-60-0|36483-60-0|ossido di difenile, derivato esabromato|C|0|1|||||||ossido di difenile, derivato esabromato||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.227_V0|36643-28-4|36643-28-4|Tributilstagno (catione)|C|0|1|||||||Tributilstagno (catione)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.228_V0|36734-19-7|36734-19-7|3-(3,5-diclorofenil)-2,4-diosso-N-isopropilimidazolidin-1-carbossamide|C|0|1|||||||3-(3,5-diclorofenil)-2,4-diosso-N-isopropilimidazolidin-1-carbossamide||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.229_V0|38051-10-4|38051-10-4|bis(bis(2-cloroetil)fosfato) di 2,2-bis(clorometil)trimetilen|C|0|1|||||||bis(bis(2-cloroetil)fosfato) di 2,2-bis(clorometil)trimetilen||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.230_V0|38640-62-9|38640-62-9|Di-isopropilnaftlene; bis(isopropil)naftalene|C|0|1|||||||Di-isopropilnaftlene||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.231_V0|39227-28-6|39227-28-6|1,2,3,4,7,8-esacloro-dibenzo-p-diossina (PCDD 66)|C|0|1|||||||1,2,3,4,7,8-esacloro-dibenzo-p-diossina (PCDD 66)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.232_V0|39489-75-3|39489-75-3|carbonato di bis(2,4-dicloro-5-nitrofenile)|C|0|1|||||||carbonato di bis(2,4-dicloro-5-nitrofenile)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.233_V0|40088-47-9|40088-47-9|2,3',4,6 Tetrabromodifeniletere; BDE71; ossido di difenile, derivato tetrabromato|C|0|1|||||||2,3',4,6 Tetrabromodifeniletere; BDE71||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.234_V0|40321-76-4|40321-76-4|1,2,3,7,8-pentaclorodibenzodiossina (PeCDD)|C|0|1|||||||1,2,3,7,8-pentaclorodibenzodiossina (PeCDD)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.235_V0|43121-43-3|43121-43-3|Triadimefon (ISO); 1-(4-clorofenossi)-3,3-dimetil-1-(1,2,4-triazol-1-il)butanone|C|0|1|||||||Triadimefon (ISO)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.236_V0|446-72-0|446-72-0|Genisteina (5,7,4-triidrossiisoflavone); 5,7-diidrossi-3-(4-idrossifenil)-4-benzopirone|C|0|1|||||||Genisteina (5,7,4-triidrossiisoflavone)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.237_V0|465-73-6|465-73-6|isodrin; (1α,4α,4aβ,5β,8β,8aβ)-1,2,3,4,10,10-esacloro-1,4,4a,5,8,8a-esaidro-1,4:5,8-dimetanonaftalene|C|0|1|||||||isodrin||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.238_V0|4685-14-7|4685-14-7|Paraquat|C|0|1|||||||Paraquat||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.239_V0|469-61-4|469-61-4|[3R-(3alfa,3a.beta,7.beta,8a.alfa)]-2,3,4,7,8,8a-esaidro-3,6,8,8-tetrametil-1H-3a,7-metanoazulene|C|0|1|||||||[3R-(3alfa,3a.beta,7.beta,8a.alfa)]-2,3,4,7,8,8a-esaidro-3,6,8,8-tetrametil-1H-3a,7-metanoazulene||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.240_V0|470-90-6|470-90-6|Clorfenvinfos (ISO); Fosfato di 2-cloro-1-(2,4-diclorofenil) vinile e dietile|C|0|1|||||||Clorfenvinfos (ISO)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.241_V0|4904-61-4|4904-61-4|ciclododeca-1,5,9-triene|C|0|1|||||||ciclododeca-1,5,9-triene||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.242_V0|49690-94-0|49690-94-0|3,4,4' Tribromodifeniletere; BDE 37|C|0|1|||||||3,4,4' Tribromodifeniletere||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.243_V0|497-39-2|497-39-2|4,6-di-terz-butil-m-cresolo|C|0|1|||||||4,6-di-terz-butil-m-cresolo||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.244_V0|4979-32-2|4979-32-2|N,N-dicicloesilbenzotiazol-2-solfenammide|C|0|1|||||||N,N-dicicloesilbenzotiazol-2-solfenammide||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.245_V0|50-29-3|50-29-3|DDT (denominazione non addottata dall'ISO); 1,1,1-tricloro-2,2-bis(4-clorofenil)etano; Clofenotano (INN); Dicofano; Diclorodifeniltricloroetano|C|0|1|||||||DDT (denominazione non addottata dall'ISO); 1,1,1-tricloro-2,2-bis(4-clorofenil)etano; Clofenotano (INN); Dicofano||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.246_V0|50-32-8|50-32-8|benzo[def]crisene; benzo[a]pirene|C|0|1|||||||benzo[def]crisene||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.247_V0|50471-44-8|50471-44-8|Vinclozolin (ISO);  N-3,5-diclorofenil-5-metil-5-vinil-1,3-ossazolidin-2,4-dione|C|0|1|||||||Vinclozolin (ISO)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.248_V0|5064-31-3|5064-31-3|Nitrilotriacetato di trisodio|C|0|1|||||||Nitrilotriacetato di trisodio||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.249_V0|50849-47-3|50849-47-3|5-nonilsalicilaldeideossima|C|0|1|||||||5-nonilsalicilaldeideossima||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.250_V0|51000-52-3|51000-52-3|neodecanoato di vinile|C|0|1|||||||neodecanoato di vinile||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.251_V0|5102-83-0|5102-83-0|Pigment yellow 13; 2,2`-[(3,3`-dicloro[1,1`-bifenil]-4,4`-diil)bis(azo)]bis[N-(2,4-dimetilfenil)-3-ossobutirrammide]|C|0|1|||||||Pigment yellow 13||||01/01/2007 00:00|
