#CODEVALUEMODEL=CodeValueLaw|CODESYSTEMID=LeggiPEM|CODESYSTEMNAME=LeggiPEM|CODESYSTEMDISPLAYNAME=LeggiPEM|VERSION=0|DESCRIPTION=Leggi Provvedimenti e miglioramenti|LANGUAGE=it|AUTHORITYNAME=Insiem Mercato SpA|AUTHORITYDESCRIPTION=Insiem Mercato SpA|AUTHORITYCONTACTINFORMATION=Insiem Mercato SpA|VALIDFROM=03/12/2013 16:29
ID SUFFIX|CODE|NAME|DESCRIPTION|ELEMENT TYPE|SEQUENCE NUMBER|STATUS|KEYWORDS|EXTENSION[Arresto]|EXTENSION[Classificazione]|EXTENSION[CodiceContravventore]|EXTENSION[Comma]|EXTENSION[Corpo]|EXTENSION[DescrizioneContravventore]|EXTENSION[ImportoMax]|EXTENSION[ImportoMin]|EXTENSION[Lettera]|EXTENSION[NotaContravventore]|EXTENSION[NotaPrescrizione]|EXTENSION[NotaViolazione]|EXTENSION[SanzionatoDa]|EXTENSION[Sanzione]|TRANSLATION[de]|TRANSLATION[en]|TRANSLATION[it]|VALID FROM|VALID TO
7612.21084_V0|2108424|24 - 6 -  - D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / datori di lavoro e dirigenti|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / datori di lavoro e dirigenti|C|0|1||3-6 mesi||DD|6|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO Contravventori: datori di lavoro e dirigenti|Datori di lavoro e dirigenti|25822,85|5164,569||||||6455||||03/12/2013 16:29|
7612.21085_V0|2108524|24 - 6 -  - D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / preposti|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / preposti|C|0|1||1-3 mesi||P|6|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO Contravventori: preposti|Preposti|5164,569|1032,914||||||1291||||03/12/2013 16:29|
7612.21086_V0|2108624|24 - 7 -  - D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / datori di lavoro e dirigenti|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / datori di lavoro e dirigenti|C|0|1||3-6 mesi||DD|7|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO Contravventori: datori di lavoro e dirigenti|Datori di lavoro e dirigenti|25822,85|5164,569||||||6455||||03/12/2013 16:29|
7612.21087_V0|2108724|24 - 7 -  - D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / preposti|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / preposti|C|0|1||1-3 mesi||P|7|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO Contravventori: preposti|Preposti|5164,569|1032,914||||||1291||||03/12/2013 16:29|
7612.21088_V0|2108824|24 - 8 -  - D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / datori di lavoro e dirigenti|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / datori di lavoro e dirigenti|C|0|1||3-6 mesi||DD|8|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO Contravventori: datori di lavoro e dirigenti|Datori di lavoro e dirigenti|25822,85|5164,569||||||6455||||03/12/2013 16:29|
7612.21089_V0|2108924|24 - 8 -  - D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / preposti|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / preposti|C|0|1||1-3 mesi||P|8|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO Contravventori: preposti|Preposti|5164,569|1032,914||||||1291||||03/12/2013 16:29|
7612.21090_V0|2109024|24 - 9 -  - D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / datori di lavoro e dirigenti|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / datori di lavoro e dirigenti|C|0|1||fino 3 mesi||DD|9|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO Contravventori: datori di lavoro e dirigenti|Datori di lavoro e dirigenti|3098,741|516,457||||||774||||03/12/2013 16:29|
7612.21091_V0|2109124|24 - 9 -  - D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / preposti|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / preposti|C|0|1||fino 2 mesi||P|9|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO Contravventori: preposti|Preposti|1549,371|258,228||||||387||||03/12/2013 16:29|
7612.21092_V0|2109225|25 - 1 -  - D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / datori di lavoro e dirigenti|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / datori di lavoro e dirigenti|C|0|1||3-6 mesi||DD|1|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO Contravventori: datori di lavoro e dirigenti|Datori di lavoro e dirigenti|25822,85|5164,569||||||6455||||03/12/2013 16:29|
7612.21093_V0|2109325|25 - 1 -  - D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / preposti|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / preposti|C|0|1||1-3 mesi||P|1|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO Contravventori: preposti|Preposti|5164,569|1032,914||||||1291||||03/12/2013 16:29|
7612.21094_V0|2109425|25 - 2 -  - D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / datori di lavoro e dirigenti|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / datori di lavoro e dirigenti|C|0|1||3-6 mesi||DD|2|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO Contravventori: datori di lavoro e dirigenti|Datori di lavoro e dirigenti|25822,85|5164,569||||||6455||||03/12/2013 16:29|
7612.21095_V0|2109525|25 - 2 -  - D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / preposti|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / preposti|C|0|1||1-3 mesi||P|2|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO Contravventori: preposti|Preposti|5164,569|1032,914||||||1291||||03/12/2013 16:29|
7612.21096_V0|2109625|25 - 3 -  - D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / datori di lavoro e dirigenti|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / datori di lavoro e dirigenti|C|0|1||3-6 mesi||DD|3|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO Contravventori: datori di lavoro e dirigenti|Datori di lavoro e dirigenti|25822,85|5164,569||||||6455||||03/12/2013 16:29|
7612.21097_V0|2109725|25 - 3 -  - D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / preposti|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / preposti|C|0|1||1-3 mesi||P|3|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO Contravventori: preposti|Preposti|5164,569|1032,914||||||1291||||03/12/2013 16:29|
7612.21098_V0|2109825|25 - 4 -  - D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / datori di lavoro e dirigenti|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / datori di lavoro e dirigenti|C|0|1||fino 3 mesi||DD|4|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO Contravventori: datori di lavoro e dirigenti|Datori di lavoro e dirigenti|3098,741|516,457||||||774||||03/12/2013 16:29|
7612.21099_V0|2109925|25 - 4 -  - D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / preposti|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / preposti|C|0|1||fino 2 mesi||P|4|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO Contravventori: preposti|Preposti|1549,371|258,228||||||387||||03/12/2013 16:29|
7612.21100_V0|2110026|26 -  -  - D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / datori di lavoro e dirigenti|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / datori di lavoro e dirigenti|C|0|1||2-4 mesi||DD||D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO Contravventori: datori di lavoro e dirigenti|Datori di lavoro e dirigenti|7746,853|1549,371||||||1936||||03/12/2013 16:29|
7612.21101_V0|2110126|26 -  -  - D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / preposti|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / preposti|C|0|1||fino 2 mesi||P||D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO Contravventori: preposti|Preposti|1549,371|258,228||||||387||||03/12/2013 16:29|
7612.21102_V0|2110227|27 -  -  - D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / datori di lavoro e dirigenti|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / datori di lavoro e dirigenti|C|0|1||3-6 mesi||DD||D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO Contravventori: datori di lavoro e dirigenti|Datori di lavoro e dirigenti|25822,85|5164,569||||||6455||||03/12/2013 16:29|
7612.21103_V0|2110327|27 -  -  - D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / preposti|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / preposti|C|0|1||1-3 mesi||P||D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO Contravventori: preposti|Preposti|5164,569|1032,914||||||1291||||03/12/2013 16:29|
7612.21104_V0|2110428|28 - 1 - b - D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / lavoratori|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / lavoratori|C|0|1||fino 15 giorni||L|1|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO Contravventori: lavoratori|Lavoratori|413,166|103,291|b|||||103||||03/12/2013 16:29|
7612.21105_V0|2110528|28 - 1 -  - D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / datori di lavoro e dirigenti|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / datori di lavoro e dirigenti|C|0|1||fino 3 mesi||DD|1|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO Contravventori: datori di lavoro e dirigenti|Datori di lavoro e dirigenti|3098,741|516,457||||||774||||03/12/2013 16:29|
7612.21106_V0|2110628|28 - 1 -  - D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / preposti|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / preposti|C|0|1||fino 2 mesi||P|1|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO Contravventori: preposti|Preposti|1549,371|258,228||||||387||||03/12/2013 16:29|
7612.21107_V0|2110728|28 - 2 - b - D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / lavoratori|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / lavoratori|C|0|1||fino 15 giorni||L|2|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO Contravventori: lavoratori|Lavoratori|413,166|103,291|b|||||103||||03/12/2013 16:29|
7612.21108_V0|2110828|28 - 2 - c - D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / lavoratori|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / lavoratori|C|0|1||fino 15 giorni||L|2|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO Contravventori: lavoratori|Lavoratori|413,166|103,291|c|||||103||||03/12/2013 16:29|
7612.21109_V0|2110928|28 - 2 -  - D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / datori di lavoro e dirigenti|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / datori di lavoro e dirigenti|C|0|1||2-4 mesi||DD|2|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO Contravventori: datori di lavoro e dirigenti|Datori di lavoro e dirigenti|7746,853|1549,371||||||1936||||03/12/2013 16:29|
7612.21110_V0|2111028|28 - 2 -  - D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / preposti|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / preposti|C|0|1||1-3 mesi||P|2|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO Contravventori: preposti|Preposti|5164,569|1032,914||||||1291||||03/12/2013 16:29|
7612.21111_V0|2111129|29 - 4 -  - D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / medico competente|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / medico competente|C|0|1||fino 1 mese||M|4|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO Contravventori: medico competente|Medico competente|1549,371|258,228||||||387||||03/12/2013 16:29|
7612.21112_V0|2111229|29 -  -  - D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / datori di lavoro e dirigenti|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / datori di lavoro e dirigenti|C|0|1||2-4 mesi||DD||D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO Contravventori: datori di lavoro e dirigenti|Datori di lavoro e dirigenti|7746,853|1549,371||||||1936||||03/12/2013 16:29|
7612.21113_V0|2111329|29 -  -  - D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / preposti|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / preposti|C|0|1||1-3 mesi||P||D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO Contravventori: preposti|Preposti|5164,569|1032,914||||||1291||||03/12/2013 16:29|
7612.21114_V0|2111430|30 - 1 -  - D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / datori di lavoro e dirigenti|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / datori di lavoro e dirigenti|C|0|1||3-6 mesi||DD|1|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO Contravventori: datori di lavoro e dirigenti|Datori di lavoro e dirigenti|25822,85|5164,569||||||6455||||03/12/2013 16:29|
7612.21115_V0|2111530|30 - 1 -  - D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / preposti|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / preposti|C|0|1||1-3 mesi||P|1|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO Contravventori: preposti|Preposti|5164,569|1032,914||||||1291||||03/12/2013 16:29|
7612.21116_V0|2111630|30 - 2 -  - D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / datori di lavoro e dirigenti|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / datori di lavoro e dirigenti|C|0|1||3-6 mesi||DD|2|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO Contravventori: datori di lavoro e dirigenti|Datori di lavoro e dirigenti|25822,85|5164,569||||||6455||||03/12/2013 16:29|
7612.21117_V0|2111730|30 - 2 -  - D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / preposti|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / preposti|C|0|1||1-3 mesi||P|2|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO Contravventori: preposti|Preposti|5164,569|1032,914||||||1291||||03/12/2013 16:29|
7612.21118_V0|2111830|30 - 3 -  - D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / datori di lavoro e dirigenti|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / datori di lavoro e dirigenti|C|0|1||3-6 mesi||DD|3|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO Contravventori: datori di lavoro e dirigenti|Datori di lavoro e dirigenti|25822,85|5164,569||||||6455||||03/12/2013 16:29|
7612.21119_V0|2111930|30 - 3 -  - D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / preposti|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / preposti|C|0|1||1-3 mesi||P|3|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO Contravventori: preposti|Preposti|5164,569|1032,914||||||1291||||03/12/2013 16:29|
7612.21120_V0|2112030|30 - 4 -  - D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / datori di lavoro e dirigenti|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / datori di lavoro e dirigenti|C|0|1||3-6 mesi||DD|4|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO Contravventori: datori di lavoro e dirigenti|Datori di lavoro e dirigenti|25822,85|5164,569||||||6455||||03/12/2013 16:29|
7612.21121_V0|2112130|30 - 4 -  - D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / preposti|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / preposti|C|0|1||1-3 mesi||P|4|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO Contravventori: preposti|Preposti|5164,569|1032,914||||||1291||||03/12/2013 16:29|
7612.21122_V0|2112230|30 - 5 -  - D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / datori di lavoro e dirigenti|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / datori di lavoro e dirigenti|C|0|1||3-6 mesi||DD|5|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO Contravventori: datori di lavoro e dirigenti|Datori di lavoro e dirigenti|25822,85|5164,569||||||6455||||03/12/2013 16:29|
7612.21123_V0|2112330|30 - 5 -  - D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / preposti|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / preposti|C|0|1||1-3 mesi||P|5|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO Contravventori: preposti|Preposti|5164,569|1032,914||||||1291||||03/12/2013 16:29|
7612.21124_V0|2112430|30 - 6 -  - D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / datori di lavoro e dirigenti|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / datori di lavoro e dirigenti|C|0|1||3-6 mesi||DD|6|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO Contravventori: datori di lavoro e dirigenti|Datori di lavoro e dirigenti|25822,85|5164,569||||||6455||||03/12/2013 16:29|
7612.21125_V0|2112530|30 - 6 -  - D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / preposti|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / preposti|C|0|1||1-3 mesi||P|6|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO Contravventori: preposti|Preposti|5164,569|1032,914||||||1291||||03/12/2013 16:29|
7612.21126_V0|2112630|30 - 7 -  - D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / datori di lavoro e dirigenti|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / datori di lavoro e dirigenti|C|0|1||3-6 mesi||DD|7|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO Contravventori: datori di lavoro e dirigenti|Datori di lavoro e dirigenti|25822,85|5164,569||||||6455||||03/12/2013 16:29|
7612.21127_V0|2112730|30 - 7 -  - D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / preposti|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / preposti|C|0|1||1-3 mesi||P|7|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO Contravventori: preposti|Preposti|5164,569|1032,914||||||1291||||03/12/2013 16:29|
7612.21128_V0|2112830|30 - 8 -  - D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / datori di lavoro e dirigenti|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / datori di lavoro e dirigenti|C|0|1||3-6 mesi||DD|8|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO Contravventori: datori di lavoro e dirigenti|Datori di lavoro e dirigenti|25822,85|5164,569||||||6455||||03/12/2013 16:29|
7612.21129_V0|2112930|30 - 8 -  - D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / preposti|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / preposti|C|0|1||1-3 mesi||P|8|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO Contravventori: preposti|Preposti|5164,569|1032,914||||||1291||||03/12/2013 16:29|
7612.21130_V0|2113030|30 - 9 -  - D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / datori di lavoro e dirigenti|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / datori di lavoro e dirigenti|C|0|1||fino 3 mesi||DD|9|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO Contravventori: datori di lavoro e dirigenti|Datori di lavoro e dirigenti|3098,741|516,457||||||774||||03/12/2013 16:29|
7612.21131_V0|2113130|30 - 9 -  - D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / preposti|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / preposti|C|0|1||fino 2 mesi||P|9|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO Contravventori: preposti|Preposti|1549,371|258,228||||||387||||03/12/2013 16:29|
7612.21132_V0|2113231|31 - 1 -  - D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / datori di lavoro e dirigenti|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / datori di lavoro e dirigenti|C|0|1||3-6 mesi||DD|1|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO Contravventori: datori di lavoro e dirigenti|Datori di lavoro e dirigenti|25822,85|5164,569||||||6455||||03/12/2013 16:29|
7612.21133_V0|2113331|31 - 1 -  - D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / preposti|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / preposti|C|0|1||1-3 mesi||P|1|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO Contravventori: preposti|Preposti|5164,569|1032,914||||||1291||||03/12/2013 16:29|
7612.21134_V0|2113431|31 - 2 -  - D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / datori di lavoro e dirigenti|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / datori di lavoro e dirigenti|C|0|1||3-6 mesi||DD|2|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO Contravventori: datori di lavoro e dirigenti|Datori di lavoro e dirigenti|25822,85|5164,569||||||6455||||03/12/2013 16:29|
7612.21135_V0|2113531|31 - 2 -  - D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / preposti|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / preposti|C|0|1||1-3 mesi||P|2|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO Contravventori: preposti|Preposti|5164,569|1032,914||||||1291||||03/12/2013 16:29|
7612.21136_V0|2113631|31 - 3 -  - D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / datori di lavoro e dirigenti|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / datori di lavoro e dirigenti|C|0|1||3-6 mesi||DD|3|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO Contravventori: datori di lavoro e dirigenti|Datori di lavoro e dirigenti|25822,85|5164,569||||||6455||||03/12/2013 16:29|
7612.21137_V0|2113731|31 - 3 -  - D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / preposti|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / preposti|C|0|1||1-3 mesi||P|3|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO Contravventori: preposti|Preposti|5164,569|1032,914||||||1291||||03/12/2013 16:29|
7612.21138_V0|2113831|31 - 4 -  - D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / datori di lavoro e dirigenti|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / datori di lavoro e dirigenti|C|0|1||3-6 mesi||DD|4|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO Contravventori: datori di lavoro e dirigenti|Datori di lavoro e dirigenti|25822,85|5164,569||||||6455||||03/12/2013 16:29|
7612.21139_V0|2113931|31 - 4 -  - D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / preposti|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / preposti|C|0|1||1-3 mesi||P|4|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO Contravventori: preposti|Preposti|5164,569|1032,914||||||1291||||03/12/2013 16:29|
7612.21140_V0|2114031|31 - 5 -  - D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / datori di lavoro e dirigenti|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / datori di lavoro e dirigenti|C|0|1||3-6 mesi||DD|5|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO Contravventori: datori di lavoro e dirigenti|Datori di lavoro e dirigenti|25822,85|5164,569||||||6455||||03/12/2013 16:29|
7612.21141_V0|2114131|31 - 5 -  - D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / preposti|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO / preposti|C|0|1||1-3 mesi||P|5|D. legislativo n 277 del 15/8/1991 : RUMORE,PIOMBO,AMIANTO Contravventori: preposti|Preposti|5164,569|1032,914||||||1291||||03/12/2013 16:29|
