#CODEVALUEMODEL=CodeValueLaw|CODESYSTEMID=Legge81|CODESYSTEMNAME=Legge81|CODESYSTEMDISPLAYNAME=Legge81|VERSION=0|DESCRIPTION=Legge 81|LANGUAGE=it|AUTHORITYNAME=Insiem Mercato SpA|AUTHORITYDESCRIPTION=Insiem Mercato SpA|AUTHORITYCONTACTINFORMATION=Insiem Mercato SpA|VALIDFROM=31/07/2013 12:00
ID SUFFIX|CODE|NAME|DESCRIPTION|ELEMENT TYPE|SEQUENCE NUMBER|STATUS|KEYWORDS|EXTENSION[Arresto]|EXTENSION[Classificazione]|EXTENSION[CodiceContravventore]|EXTENSION[Comma]|EXTENSION[Corpo]|EXTENSION[DescrizioneContravventore]|EXTENSION[ImportoMax]|EXTENSION[ImportoMin]|EXTENSION[Lettera]|EXTENSION[NotaContravventore]|EXTENSION[NotaPrescrizione]|EXTENSION[NotaViolazione]|EXTENSION[SanzionatoDa]|EXTENSION[Sanzione]|TRANSLATION[de]|TRANSLATION[en]|TRANSLATION[it]|VALID FROM|VALID TO
7639.1.2.27560|275605|5 - 3 - f - Comitato per l'indirizzo e la valutazione delle politiche attive e per il coordinamento nazionale delle attività di vigilanza in materia di salute e sicurezza sul lavoro|Comitato per l'indirizzo e la valutazione delle politiche attive e per il coordinamento nazionale delle attività di vigilanza in materia di salute e sicurezza sul lavoro|C|0|1|||||3|Il Comitato di cui al comma 1, al fine di garantire la pi— completa attuazione del principio di leale collaborazione tra Stato e regioni, ha il compito di individuare le priorità della ricerca in tema di prevenzione dei rischi per la salute e sicurezza dei lavoratori.||||f|||||||||03/12/2013 16:29|
7639.1.2.27561|275615|5 - 4 -  - Comitato per l'indirizzo e la valutazione delle politiche attive e per il coordinamento nazionale delle attività di vigilanza in materia di salute e sicurezza sul lavoro|Comitato per l'indirizzo e la valutazione delle politiche attive e per il coordinamento nazionale delle attività di vigilanza in materia di salute e sicurezza sul lavoro|C|0|1|||||4|Ai fini delle definizioni degli obbiettivi di cui al comma 2, lettere a), b), e), f, le parti sociali sono consultate preventivamente. Sull'attuazione delle azioni intraprese è effettuata una verifica con cadenza almeno annuale.|||||||||||||03/12/2013 16:29|
7639.1.2.27562|275626|6 - 1 - a - Commissione consultiva permanente per la salute e sicurezza sul lavoro|Commissione consultiva permanente per la salute e sicurezza sul lavoro|C|0|1|||||1|Presso il Ministero del lavoro, della salute e delle politiche sociali è istituita la Commissione consultiva permanente per la salute e sicurezza sul lavoro. La Commissione è composta da: un rappresentante del Ministero del lavoro, della salute e delle politiche sociali che la presiede -||||a|||||||||03/12/2013 16:29|
7639.1.2.27563|275636|6 - 1 - d - Commissione consultiva permanente per la salute e sicurezza sul lavoro|Commissione consultiva permanente per la salute e sicurezza sul lavoro|C|0|1|||||1|Presso il Ministero del lavoro, della salute e delle politiche sociali è istituita la Commissione consultiva permanente per la salute e sicurezza sul lavoro. La Commissione è composta da: un rappresentante del Ministero dell'interno -||||d|||||||||03/12/2013 16:29|
7639.1.2.27564|275646|6 - 1 - g - Commissione consultiva permanente per la salute e sicurezza sul lavoro|Commissione consultiva permanente per la salute e sicurezza sul lavoro|C|0|1|||||1|Presso il Ministero del lavoro, della salute e delle politiche sociali è istituita la Commissione consultiva permanente per la salute e sicurezza sul lavoro. La Commissione è composta da: un rappresentante del Ministero dei trasporti -||||g|||||||||03/12/2013 16:29|
7639.1.2.27565|275656|6 - 1 - n - Commissione consultiva permanente per la salute e sicurezza sul lavoro|Commissione consultiva permanente per la salute e sicurezza sul lavoro|C|0|1|||||1|Presso il Ministero del lavoro, della salute e delle politiche sociali è istituita la Commissione consultiva permanente per la salute e sicurezza sul lavoro. La Commissione è composta da: dieci esperti designati delle organizzazioni sindacali dei lavoratori comparativamente pi— rappresentative a livello nazionale -||||n|||||||||03/12/2013 16:29|
7639.1.2.27566|275666|6 - 3 -  - Commissione consultiva permanente per la salute e sicurezza sul lavoro|Commissione consultiva permanente per la salute e sicurezza sul lavoro|C|0|1|||||3|All'inizio di ogni mandato la Commissione può istituire comitati speciali permanenti, dei quali determina la composizione e la funzione.|||||||||||||03/12/2013 16:29|
7639.1.2.27567|275676|6 - 5 -  - Commissione consultiva permanente per la salute e sicurezza sul lavoro|Commissione consultiva permanente per la salute e sicurezza sul lavoro|C|0|1|||||5|I componenti della Commissione e i segretari sono nominati con decreto del Ministro del lavoro, della salute e delle politiche sociali, su designazione degli organismi competenti e durano in carica cinque anni.|||||||||||||03/12/2013 16:29|
7639.1.2.27568|275686|6 - 7 -  - Commissione consultiva permanente per la salute e sicurezza sul lavoro|Commissione consultiva permanente per la salute e sicurezza sul lavoro|C|0|1|||||7|Ai componenti del Comitato ed ai soggetti invitati a partecipare ai sensi del comma 1, non spetta alcun compenso, rimborso spese o indennità di missione.|||||||||||||03/12/2013 16:29|
7639.1.2.27569|275696|6 - 8 - b - Commissione consultiva permanente per la salute e sicurezza sul lavoro|Commissione consultiva permanente per la salute e sicurezza sul lavoro|C|0|1|||||8|La Commissione consultiva permanente per la salute e sicurezza sul lavoro ha il compito di esprimere pareri sui piani annuali elaborati dal Comitato di cui all'articolo 5 -||||b|||||||||03/12/2013 16:29|
7639.1.2.27570|275706|6 - 8 - d - Commissione consultiva permanente per la salute e sicurezza sul lavoro|Commissione consultiva permanente per la salute e sicurezza sul lavoro|C|0|1|||||8|La Commissione consultiva permanente per la salute e sicurezza sul lavoro ha il compito di validare le buone prassi in materia di salute e sicurezza sul lavoro -||||d|||||||||03/12/2013 16:29|
7639.1.2.27571|275716|6 - 8 - l - Commissione consultiva permanente per la salute e sicurezza sul lavoro|Commissione consultiva permanente per la salute e sicurezza sul lavoro|C|0|1|||||8|La Commissione consultiva permanente per la salute e sicurezza sul lavoro ha il compito di promuovere la considerazione della differenza di genere in relazione alla valutazione dei rischi e alla predisposizione delle misure di prevenzione -||||l|||||||||03/12/2013 16:29|
7639.1.2.27572|275726|6 - 1 - b - Commissione consultiva permanente per la salute e sicurezza sul lavoro|Commissione consultiva permanente per la salute e sicurezza sul lavoro|C|0|1|||||1|Presso il Ministero del lavoro, della salute e delle politiche sociali è istituita la Commissione consultiva permanente per la salute e sicurezza sul lavoro. La Commissione è composta da: un rappresentante della Presidenze del Consiglio dei ministri - Dipartimento per le pari opportunità -||||b|||||||||03/12/2013 16:29|
7639.1.2.27573|275736|6 - 1 - c - Commissione consultiva permanente per la salute e sicurezza sul lavoro|Commissione consultiva permanente per la salute e sicurezza sul lavoro|C|0|1|||||1|Presso il Ministero del lavoro, della salute e delle politiche sociali è istituita la Commissione consultiva permanente per la salute e sicurezza sul lavoro. La Commissione è composta da: un rappresentante del Ministero dello sviluppo economico -||||c|||||||||03/12/2013 16:29|
7639.1.2.27646|276466|6 - 1 - e - Commissione consultiva permanente per la salute e sicurezza sul lavoro|Commissione consultiva permanente per la salute e sicurezza sul lavoro|C|0|1|||||1|Presso il Ministero del lavoro, della salute e delle politiche sociali è istituita la Commissione consultiva permanente per la salute e sicurezza sul lavoro. La Commissione è composta da: un rappresentante del Ministero della difesa -||||e|||||||||03/12/2013 16:29|
7639.1.2.27680|2768014|14 - 5 - b - Disposizioni per il contrasto del lavoro irregolare e per la tutela della salute e sicurezza dei lavoratori|Disposizioni per il contrasto del lavoro irregolare e per la tutela della salute e sicurezza dei lavoratori|C|0|1|||||5|Ô condizione per la revoca del provvedimento da parte dell'organo di vigilanza delle aziende sanitarie locali di cui al comma 2 il pagamento di una somma aggiuntiva unica pari a ' 2500 rispetto a quelle di cui al comma 6.||||b|||||||||03/12/2013 16:29|
7639.1.3_V0|13|CAPO III - GESTIONE DELLA PREVENZIONE NEI LUOGHI DI LAVORO|CAPO III - GESTIONE DELLA PREVENZIONE NEI LUOGHI DI LAVORO|S|0|1||||||||||||||||||CAPO III - GESTIONE DELLA PREVENZIONE NEI LUOGHI DI LAVORO|10/11/2016 13:08|
7639.1.3.1_V0|131|SEZIONE I - MISURE DI TUTELA E OBBLIGHI|SEZIONE I - MISURE DI TUTELA E OBBLIGHI|S|0|1||||||||||||||||||SEZIONE I - MISURE DI TUTELA E OBBLIGHI|10/11/2016 13:08|
7639.1.3.1.25932|2593225|25 - 1 - e - Obblighi del medico competente|Obblighi del medico competente|C|0|1||arresto fino a un mese||M|1|Il medico competente consegna al lavoratore, alla cessazione del rapporto di lavoro, copia della cartella sanitaria e di rischio, e gli fornisce le informazioni necessarie relative alla conservazione della medesima -  l'originale della cartella sanitaria e di rischio va conservata, nel rispetto di quanto disposto dal decreto legislativo 30 giugno 2003, n. 196, da parte del datore di lavoro, per almeno dieci anni, salvo il diverso termine previsto da altre disposizioni del presente decreto -|Medico competente|876,8|219,2|e||||Articolo 58-1-a|ammenda da 219,2 a euro 876,8||||03/12/2013 16:29|
7639.1.3.1.25964|2596416|16 - 3-bis -  - Delega di funzioni|Delega di funzioni|C|0|1|||||3-bis|Il soggetto delegato può, a sua volta, previa intesa con il datore di lavoro delegare specifiche funzioni in materia di salute e sicurezza sul lavoro alle medesime condizioni di cui ai commi 1 e 2. La delega di funzioni di cui al primo periodo non esclude l'obbligo di vigilanza in capo al delegante in ordine al corretto espletamento delle funzioni trasferite. Il soggetto al quale sia stata conferita la delega di cui al presente comma non può, a sua volta, delegare le funzioni delegate.|||||||||||||03/12/2013 16:29|
7639.1.3.1.27681|2768118|18 - 1 - g - Obblighi del datore di lavoro e del dirigente|Obblighi del datore di lavoro e del dirigente|C|0|1||non previsto||DD|1|Il datore di lavoro, che esercita le attività di cui all'articolo 3 e i dirigenti, che organizzano e dirigono le stesse attività secondo le attribuzioni e competenze ad essi conferite, devono inviare i lavoratori alla visita medica entro le scadenze previste dal programma di sorveglianza sanitaria e richiedere al medico competente l'osservanza degli obblighi previsti a suo carico nel presente decreto|Datori di lavoro e dirigenti|4384|2192|g||||Articolo 55-5-e|sanzione amministrativa pecuniaria da 2192 a 4384 euro||||20/10/2010 12:03|
7639.1.3.1.25965|2596518|18 - 1 - g-bis - Obblighi del datore di lavoro e del dirigente|Obblighi del datore di lavoro e del dirigente|C|0|1||non previsto||DD|1|Il datore di lavoro, che esercita le attività di cui all'articolo 3, e i dirigenti, che organizzano e dirigono le stesse attività secondo le attribuzioni e competenze ad essi conferite, devono nei casi di sorveglianza sanitaria di cui all'articolo 41, comunicare tempestivamente al medico competente la cessazione del rapporto di lavoro -|Datori di lavoro e dirigenti|1972,8|548|g-bis||||Articolo 55-5-h|sanzione amministrativa pecuniaria da 548 a 1972,8 euro||||03/12/2013 16:29|
7639.1.3.1.25966|2596618|18 - 1-bis -  - Obblighi del datore di lavoro e del dirigente|Obblighi del datore di lavoro e del dirigente|C|0|1|||||1-bis|L'obbligo di cui alla lettera r) del comma 1, relativo alla comunicazione a fini statistici e informativi dei dati relativi agli infortuni che comportano l'assenza dal lavoro di almeno un giorno, escluso quello dell'evento, decorre dalla scadenza del termine di sei mesi dall'adozione del decreto di cui all'articolo 8, comma 4.|||||||||||||03/12/2013 16:29|
7639.1.3.1.25967|2596718|18 - 3-bis -  - Obblighi del datore di lavoro e del dirigente|Obblighi del datore di lavoro e del dirigente|C|0|1|||||3-bis|Il datore di lavoro e i dirigenti sono tenuti altresì a vigilare in ordine all'adempimento degli obblighi di cui agli articoli 19, 20, 22, 23, 24 e 25, ferma restando l'esclusiva responsabilità dei soggetti obbligati ai sensi dei medesimi articoli qualora la mancata attuazione dei predetti obblighi sia addebitabile unicamente agli stessi e non sia riscontrabile un difetto di vigilanza del datore di lavoro e dei dirigenti.|||||||||||||03/12/2013 16:29|
7639.1.3.1.25968|2596826|26 - 3-bis -  - Obblighi connessi ai contratti d'appalto o d'opera o di somministrazione|Obblighi connessi ai contratti d'appalto o d'opera o di somministrazione|C|0|1|||||3-bis|Ferme restando le disposizioni di cui ai commi 1 e 2, l'obbligo di cui al comma 3 non si applica ai servizi di natura intellettuale, alle mere forniture di materiali o attrezzature, nonch‚ ai lavori o servizi la cui durata non sia superiore ai due giorni, sempre che essi non comportino rischi derivanti dalla presenza di agenti cancerogeni, biologici, atmosfere esplosive o dalla presenza dei rischi particolari di cui all'allegato XI.|||||||||||||03/12/2013 16:29|
7639.1.3.1.25969|2596926|26 - 3-ter -  - Obblighi connessi ai contratti d'appalto o d'opera o di somministrazione|Obblighi connessi ai contratti d'appalto o d'opera o di somministrazione|C|0|1||arresto da due a quattro mesi||DD|3-ter|Nei casi in cui il contratto sia affidato dai soggetti di cui all'articolo 3, comma 34, del decreto legislativo 12 aprile 2006, n. 163, o in tutti i casi in cui il datore di lavoro non coincide con il committente, il soggetto che affida il contratto redige il documento di valutazione dei rischi da interferenze recante una valutazione ricognitiva dei rischi standard relativi alla tipologia della prestazione che potrebbero potenzialmente derivare dall'esecuzione del contratto. Il soggetto presso il quale deve essere eseguito il contratto, prima dell'inizio dell'esecuzione, integra il predetto documento riferendolo ai rischi specifici da interferenza presenti nei luoghi in cui verrà espletato l'appalto -  l'integrazione, sottoscritta per accettazione dall'esecutore, integra gli atti contrattuali.|Datori di lavoro e dirigenti|6576|1644|||||Articolo 55-5-d|ammenda da 1644 a 6576 euro||||03/12/2013 16:29|
7639.1.3.1.25970|2597027|27 - 1-bis -  - Sistema di qualificazione delle imprese e dei lavoratori autonomi|Sistema di qualificazione delle imprese e dei lavoratori autonomi|C|0|1|||||1-bis|Con riferimento all'edilizia, il sistema di qualificazione delle imprese e dei lavoratori autonomi si realizza almeno attraverso la adozione e diffusione, nei termini e alle condizioni individuati dal d.P.R. di cui all'articolo 6, comma 8, lettera g), di uno strumento che consenta la continua verifica della idoneità delle imprese e dei lavoratori autonomi, in assenza di violazioni alle disposizioni di legge e con riferimento ai requisiti previsti, tra cui la formazione in materia di salute e sicurezza sul lavoro e i provvedimenti impartiti dagli organi di vigilanza. Tale strumento opera per mezzo della attribuzione alle imprese ed ai lavoratori autonomi di un punteggio iniziale che misuri tale idoneità, soggetto a decurtazione a seguito di accertate violazioni in materia di salute e sicurezza sul lavoro. L'azzeramento del punteggio per la ripetizione di violazioni in materia di salute e sicurezza sul lavoro determina l'impossibilità per l'impresa o per il lavoratore autonomo di svolgere attività nel settore edile.|||||||||||||03/12/2013 16:29|
7639.1.3.1.25971|2597127|27 - 2-bis -  - Sistema di qualificazione delle imprese e dei lavoratori autonomi|Sistema di qualificazione delle imprese e dei lavoratori autonomi|C|0|1|||||2-bis|Sono fatte salve le disposizioni in materia di qualificazione previste dal decreto legislativo 12 aprile 2006, n. 163, e successive modificazioni.|||||||||||||03/12/2013 16:29|
7639.1.3.1.26300|2630026|26 - 1 - a - Obblighi connessi ai contratti d'appalto o d'opera o di somministrazione|Obblighi connessi ai contratti d'appalto o d'opera o di somministrazione|C|0|1||arresto da due a quattro mesi||DD|1|Il datore di lavoro, in caso di affidamento di lavori, servizi e forniture all'impresa appaltatrice o a lavoratori autonomi all'interno della propria azienda, o di una singola unità produttiva della stessa, nonch‚ nell'ambito dell'intero ciclo produttivo dell'azienda medesima sempre che abbia la disponibilità giuridica dei luoghi in cui si svolge l'appalto o la prestazione di lavoro autonomo verifica, con le modalità previste dal decreto di cui all'articolo 6, comma 8, lettera g), l'idoneità tecnico professionale delle imprese appaltatrici o dei lavoratori autonomi in relazione ai lavori, ai servizi e alle forniture da affidare in appalto o mediante contratto d'opera o di somministrazione. Fino alla data di entrata in vigore del decreto di cui al periodo che precede, la verifica è eseguita attraverso le seguenti modalità:1) acquisizione del certificato di iscrizione alla camera di commercio, industria e artigianato 2) acquisizione dell'autocertificazione dell'impresa appaltatrice o dei lavoratori autonomi del possesso dei requisiti di idoneità tecnico professionale, ai sensi dell'art. 47 del testo unico delle disposizioni legislative e regolamentari in materia di documentazione amministrativa, di cui al decreto del Presidente della Repubblica del 28 dicembre 2000, n. 445 -|Datori di lavoro e dirigenti|5260,8|1096|a||||Articolo 55-5-b|ammenda da 1096 a 5260,8 euro||||03/12/2013 16:29|
7639.1.3.1.26301|2630126|26 - 1 - b - Obblighi connessi ai contratti d'appalto o d'opera o di somministrazione|Obblighi connessi ai contratti d'appalto o d'opera o di somministrazione|C|0|1||arresto da due a quattro mesi||DD|1|Il datore di lavoro, in caso di affidamento di lavori, servizi e forniture all'impresa appaltatrice o a lavoratori autonomi all'interno della propria azienda, o di una singola unità produttiva della stessa, nonch‚ nell'ambito dell'intero ciclo produttivo dell'azienda medesima sempre che abbia la disponibilità giuridica dei luoghi in cui si svolge l'appalto o la prestazione di lavoro autonomo fornisce agli stessi soggetti dettagliate informazioni sui rischi specifici esistenti nell'ambiente in cui sono destinati ad operare e sulle misure di prevenzione e di emergenza adottate in relazione alla propria attività.|Datori di lavoro e dirigenti|4384|822|b||||Articolo 55-5-a|ammenda da 822 a 4384 euro||||03/12/2013 16:29|
7639.1.3.1.26302|2630226|26 - 2 - a - Obblighi connessi ai contratti d'appalto o d'opera o di somministrazione|Obblighi connessi ai contratti d'appalto o d'opera o di somministrazione|C|0|1||arresto da due a quattro mesi||DD|2|Nell'ipotesi di cui al comma 1, i datori di lavoro, ivi compresi i subappaltatori cooperano all'attuazione delle misure di prevenzione e protezione dai rischi sul lavoro incidenti sull'attività lavorativa oggetto dell'appalto|Datori di lavoro e dirigenti|6576|1644|a||||Articolo 55-5-d|ammenda da 1644 a 6576 euro||||03/12/2013 16:29|
7639.1.3.1.26303|2630326|26 - 2 - b - Obblighi connessi ai contratti d'appalto o d'opera o di somministrazione|Obblighi connessi ai contratti d'appalto o d'opera o di somministrazione|C|0|1||arresto da due a quattro mesi||DD|2|Nell'ipotesi di cui al comma 1, i datori di lavoro, ivi compresi i subappaltatori coordinano gli interventi di protezione e prevenzione dai rischi cui sono esposti i lavoratori, informandosi reciprocamente anche al fine di eliminare rischi dovuti alle interferenze tra i lavori delle diverse imprese coinvolte nell'esecuzione dell'opera complessiva|Datori di lavoro e dirigenti|6576|1644|b||||Articolo 55-5-d|ammenda da 1644 a 6576 euro||||03/12/2013 16:29|
7639.1.3.1.26304|2630426|26 - 3 -  - Obblighi connessi ai contratti d'appalto o d'opera o di somministrazione|Obblighi connessi ai contratti d'appalto o d'opera o di somministrazione|C|0|1||arresto da due a quattro mesi||DD|3|Il datore di lavoro committente promuove la cooperazione ed il coordinamento di cui al comma 2, elaborando un unico documento di valutazione dei rischi che indichi le misure adottate per eliminare o, ove ciò non è possibile, ridurre al minimo i rischi da interferenze. Tale documento è allegato al contratto di appalto o di opera e va adeguato in funzione dell'evoluzione dei lavori, servizi e forniture. Ai contratti stipulati anteriormente al 25 agosto 2007 ed ancora in corso alla data del 31 dicembre 2008, il documento di cui al precedente periodo deve essere allegato entro tale ultima data. Le disposizioni del presente comma non si applicano ai rischi specifici propri dell'attività delle imprese appaltatrici o dei singoli lavoratori autonomi. Nel campo di applicazione del decreto legislativo 12 aprile 2006 n. 163, e successive modificazioni, tale documento è redatto, ai fini dell'affidamento del contratto, dal soggetto titolare del potere decisionale e di spesa relativo alla gestione dello specifico appalto.|Datori di lavoro e dirigenti|6576|1644|||||Articolo 55-5-d|ammenda da 1644 a 6576 euro||||03/12/2013 16:29|
7639.1.3.1.26512|2651226|26 - 4 -  - Obblighi connessi ai contratti d'appalto o d'opera o di somministrazione|Obblighi connessi ai contratti d'appalto o d'opera o di somministrazione|C|0|1|||||4|Ferme restando le disposizioni di legge vigenti in materia di responsabilità solidale per il mancato pagamento delle retribuzioni e dei contributi previdenziali e assicurativi, l'imprenditore committente risponde in solido con l'appaltatore, nonch‚ con ciascuno degli eventuali subappaltatori, per tutti i danni per i quali il lavoratore, dipendente dall'appaltatore o dal subappaltatore, non risulti indennizzato ad opera dell'Istituto nazionale per l'assicurazione contro gli infortuni sul lavoro (INAIL) o dell'Istituto di previdenza per il settore marittimo (IPSEMA). Le disposizioni del presente comma non si applicano ai danni conseguenza dei rischi specifici propri dell'attività delle imprese appaltatrici o subappaltatrici|||||||||||||03/12/2013 16:29|
7639.1.3.1.26557|2655726|26 - 5 -  - Obblighi connessi ai contratti d'appalto o d'opera o di somministrazione|Obblighi connessi ai contratti d'appalto o d'opera o di somministrazione|C|0|1|||||5|Nei singoli contratti di subappalto, di appalto e di somministrazione, anche qualora in essere al momento della data di entrata in vigore del presente decreto, di cui agli articoli 1559, ad esclusione dei contratti di somministrazione di beni e servizi essenziali, 1655, 1656 e 1677 del codice civile, devono essere specificamente indicati a pena di nullità ai sensi dell'articolo 1418 del codice civile i costi delle misure adottate per eliminare o, ove ciò non sia possibile, ridurre al minimo i rischi in materia di salute e sicurezza sul lavoro derivanti dalle interferenze delle lavorazioni. I costi di cui primo periodo non sono soggetti a ribasso. Con riferimento ai contratti di cui al precedente periodo stipulati prima del 25 agosto 2007 i costi della sicurezza del lavoro devono essere indicati entro il 31 dicembre 2008, qualora gli stessi contratti siano ancora in corso a tale data. A tali dati possono accedere, su richiesta, il rappresentante dei lavoratori per la sicurezza e gli organismi locali delle organizzazioni sindacali dei lavoratori comparativamente pi— rappresentative a livello nazionale.|||||||||||||03/12/2013 16:29|
7639.1.3.1.26558|2655826|26 - 6 -  - Obblighi connessi ai contratti d'appalto o d'opera o di somministrazione|Obblighi connessi ai contratti d'appalto o d'opera o di somministrazione|C|0|1|||||6|Nella predisposizione delle gare di appalto e nella valutazione dell'anomalia delle offerte nelle procedure di affidamento di appalti di lavori pubblici, di servizi e di forniture, gli enti aggiudicatori sono tenuti a valutare che il valore economico sia adeguato e sufficiente rispetto al costo del lavoro e al costo relativo alla sicurezza, il quale deve essere specificamente indicato e risultare congruo rispetto all'entità e alle caratteristiche dei lavori, dei servizi o delle forniture. Ai fini del presente comma il costo del lavoro è determinato periodicamente, in apposite tabelle, dal Ministro del lavoro, della salute e delle politiche sociali, sulla base dei valori economici previsti dalla contrattazione collettiva stipulata dai sindacati comparativamente pi— rappresentativi, delle norme in materia previdenziale ed assistenziale, dei diversi settori merceologici e delle differenti aree territoriali. In mancanza di contratto collettivo applicabile, il costo del lavoro è determinato in relazione al contratto collettivo del settore merceologico pi— vicino a quello preso in considerazione.|||||||||||||03/12/2013 16:29|
7639.1.3.1.26559|2655926|26 - 7 -  - Obblighi connessi ai contratti d'appalto o d'opera o di somministrazione|Obblighi connessi ai contratti d'appalto o d'opera o di somministrazione|C|0|1|||||7|Per quanto non diversamente disposto dal decreto legislativo 12 aprile 2006 n. 163, come da ultimo modificate dall'articolo 8, comma 1, della legge 3 agosto 2007, n. 123, trovano applicazione in materia di appalti pubblici le disposizione del presente decreto.|||||||||||||03/12/2013 16:29|
7639.1.3.1.26560|2656026|26 - 8 -  - Obblighi connessi ai contratti d'appalto o d'opera o di somministrazione|Obblighi connessi ai contratti d'appalto o d'opera o di somministrazione|C|0|1||||DD|8|Nell'ambito dello svolgimento di attività in regime di appalto o subappalto, il personale occupato dall'impresa appaltatrice o subappaltatrice deve essere munito di apposita tessera di riconoscimento corredata di fotografia, contenente le generalità del lavoratore e l'indicazione del datore di lavoro|Datori di lavoro e dirigenti|548|109,6|||||Articolo 55-5-i|sanzione amministrativa pecuniaria da 109,6 a 548 euro per ciascun lavoratore||||03/12/2013 16:29|
7639.1.3.1.26561|2656127|27 - 1 -  - Sistema di qualificazione delle imprese e dei lavoratori autonomi|Sistema di qualificazione delle imprese e dei lavoratori autonomi|C|0|1|||||1|Nell'ambito della Commissione di cui all'articolo 6, anche tenendo conto delle indicazioni provenienti da organismi paritetici, vengono individuati settori, ivi compreso il settore della sanificazione del tessile e dello strumentario chirurgico, e criteri finalizzati alla definizione di un sistema di qualificazione delle imprese e dei lavoratori autonomi, con riferimento alla tutela della salute e sicurezza sul lavoro, fondato sulla base della specifica esperienza, competenza e conoscenza, acquisite anche attraverso percorsi formativi mirati, e sulla base delle attività di cui all'articolo 21, comma 2, nonch‚ sulla applicazione di determinati standard contrattuali e organizzativi nell'impiego della manodopera, anche in relazione agli appalti e alle tipologie di lavoro flessibile, certificati ai sensi del titolo VIII, capo I, del decreto legislativo 10 settembre 2003, n. 276.|||||||||||||03/12/2013 16:29|
7639.1.3.1.26562|2656227|27 - 2 -  - Sistema di qualificazione delle imprese e dei lavoratori autonomi|Sistema di qualificazione delle imprese e dei lavoratori autonomi|C|0|1|||||2|Fermo restando quanto previsto dal comma 1-bis, che potrà, con le modalità ivi previste, essere esteso ad altri settori di attività individuati con uno o pi— accordi interconfederali stipulati a livello nazionale dalle organizzazioni sindacali dei datori di lavoro e dei lavoratori comparativamente pi— rappresentative, il possesso dei requisiti per ottenere la qualificazione di cui al comma 1 costituisce elemento preferenziale per la partecipazione alle gare relative agli appalti e subappalti pubblici e per l'accesso ad agevolazioni, finanziamenti e contributi a carico della finanza pubblica, sempre se correlati ai medesimi appalti o subappalti.|||||||||||||03/12/2013 16:29|
7639.1.3.1.26829|2682918|18 - 1 - i - Obblighi del datore di lavoro e del dirigente|Obblighi del datore di lavoro e del dirigente|C|0|1|||||1|Il datore di lavoro, che esercita le attività di cui all'articolo 3 e i dirigenti, che organizzano e dirigono le stesse attività secondo le attribuzioni e competenze ad essi conferite, devono informare il pi— presto possibile i lavoratori esposti al rischio di un pericolo grave e immediato circa il rischio stesso e le disposizioni prese o da prendere in materia di protezione -||||i|||||||||03/12/2013 16:29|
7639.1.3.1.26830|2683018|18 - 1 - l - Obblighi del datore di lavoro e del dirigente|Obblighi del datore di lavoro e del dirigente|C|0|1|||||1|Il datore di lavoro, che esercita le attività di cui all'articolo 3 e i dirigenti, che organizzano e dirigono le stesse attività secondo le attribuzioni e competenze ad essi conferite, devono adempiere agli obblighi di informazione, formazione e addestramento di cui agli articoli 36 e 37 -||||l|||||||||03/12/2013 16:29|
7639.1.3.1.26831|2683118|18 - 1 - q - Obblighi del datore di lavoro e del dirigente|Obblighi del datore di lavoro e del dirigente|C|0|1||arresto da due a quattro mesi||DD|1|Il datore di lavoro, che esercita le attività di cui all'articolo 3 e i dirigenti, che organizzano e dirigono le stesse attività secondo le attribuzioni e competenze ad essi conferite, devono prendere appropriati provvedimenti per evitare che le misure tecniche adottate possano causare rischi per la salute della popolazione o deteriorare l'ambiente esterno verificando periodicamente la perdurante assenza di rischio -|Datori di lavoro e dirigenti|5699,2|1315,2|q||||Articolo 55-5-c|ammenda da 1315,2 a 5699,2 euro||||03/12/2013 16:29|
7639.1.3.1.26835|2683519|19 - 1 - d - Obblighi del preposto|Obblighi del preposto|C|0|1||arresto fino a un mese||P|1|In riferimento alle attività indicate all'articolo 3, i preposti, secondo le loro attribuzioni e competenze, devono informare il pi— presto possibile i lavoratori esposti al rischio di un pericolo grave e immediato circa il rischio stesso e le disposizioni prese o da prendere in materia di protezione|Preposti|876,8|219,2|d||||Articolo 56-1-b|ammenda da 219,2 a 876,8 euro||||03/12/2013 16:29|
7639.1.3.1.26837|2683719|19 - 1 - e - Obblighi del preposto|Obblighi del preposto|C|0|1||arresto fino a due mesi||P|1|In riferimento alle attività indicate all'articolo 3, i preposti, secondo le loro attribuzioni e competenze, devono astenersi, salvo eccezioni debitamente motivate, dal richiedere ai lavoratori di riprendere la loro attività in una situazione di lavoro in cui persiste un pericolo grave ed immediato|Preposti|1315,2|438,4|e||||Articolo 56-1-a|ammenda da 438,4 a 1315,2 euro||||03/12/2013 16:29|
7639.1.3.1.26842|2684225|25 - 1 - g - Obblighi del medico competente|Obblighi del medico competente|C|0|1||arresto fino a due mesi||M|1|Il medico competente fornisce informazioni ai lavoratori sul significato della sorveglianza sanitaria cui sono sottoposti e, nel caso di esposizione ad agenti con effetti a lungo termine, sulla necessità di sottoporsi ad accertamenti sanitari anche dopo la cessazione della attività che comporta l'esposizione a tali agenti. Fornisce altresì, a richiesta, informazioni analoghe ai rappresentanti dei lavoratori per la sicurezza -|Medico competente|1315,2|328,8|g||||Articolo 58-1-b|ammenda  da 328,8 a 1315,2 euro||||03/12/2013 16:29|
