CODE|NAME
45.29.1|BREATH TEST PER DETERMINAZIONE TEMPO DI TRANSITO INTESTINALE, SVUOTAMENTO GASTRICO.
45.29.2|BREATH TEST PER DETERMINAZIONE DI COLONIZZAZIONE BATTERICA ANOMALA.
45.29.3|BREATH TEST PER INTOLLERANZA AL LATTOSIO.
45.29.4|MANOMETRIA DEL COLON.
45.29.5|ECOENDOSCOPIA DEL COLON. Non associabile a 45.23, 45.23.1, 45.24, 45.26.1
45.42|POLIPECTOMIA ENDOSCOPICA  DELL' INTESTINO CRASSO. Polipectomia di uno o più polipi con approccio endoscopico Escluso: Po
45.43.1|ASPORTAZIONE O DEMOLIZIONE LOCALE DI LESIONE O TESSUTO DELL' INTESTINO CRASSO PER VIA ENDOSCOPICA. Mediante laser Esclus
46.85.1|DILATAZIONE DELL'INTESTINO. Incluso: Colonscopia Totale con endoscopio flessibile (45.23) e Retto-sigmoidoscopia con end
48.23|PROCTORETTOSIGMOIDOSCOPIA CON ENDOSCOPIO RIGIDO. - Escluso: Rettosigmoidoscopia con endoscopio flessibile (45.24)
48.24|BIOPSIA IN CORSO DI PROCTORETTOSIGMOIDOSCOPIA CON ENDOSCOPIO RIGIDO.
48.29.1|MANOMETRIA ANO-RETTALE
48.29.2|ECOENDOSCOPIA DEL RETTO-SIGMA. Non associabile a 48.23, 45.29.5,48.24.1
48.35|ASPORTAZIONE LOCALE DI LESIONE O TESSUTO DEL RETTO. Escluso: Biopsia del retto (48.24), Asportazione di tessuto perirett
49.01|INCISIONE DI ASCESSO PERIANALE
49.02|INCISIONE DI TESSUTI PERIANALI
49.11|FISTULOTOMIA ANALE. Extrasfinterica
49.21|ANOSCOPIA
49.23|BIOPSIA DELL' ANO E DEI TESSUTI PERIANALI.
49.31|ASPORTAZIONE ENDOSCOPICA O DEMOLIZIONE DI LESIONE O TESSUTO DELL'ANO. Escissione di papilla anale ipertrofica
49.39|ASPORTAZIONE O DEMOLIZIONE LOCALE DI LESIONE O TESSUTO DELL'ANO.
49.42|INIEZIONI SCLEROSANTI DELLE EMORROIDI.
49.45|LEGATURA ELASTICA DELLE EMORROIDI.
49.46|ASPORTAZIONE DELLE EMORROIDI. Emorroidectomia NAS
49.47|RIMOZIONE DI EMORROIDI TROMBIZZATE [Trombectomia].
49.59|SFINTEROTOMIA ANALE. Divisione interna di sfintere
50.11|AGOBIOPSIA PERCUTANEA O AGOASPIRATO DEL FEGATO ECOGUIDATA. Incluso: valutazione adeguatezza del prelievo
50.19.1|AGOBIOPSIA PERCUTANEA O AGOASPIRATO DEL FEGATO TC GUIDATA. Incluso: valutazione adeguatezza del prelievo
50.91.1|ASPIRAZIONE PERCUTANEA DI CISTI DEL FEGATO ECOGUIDATA -  La prestazione sostituisce cod.50.91. Escluso: Agobiopsia percu
50.91.2|ALCOLIZZAZIONE PERCUTANEA ECOGUIDATA DI NODULI DEL FEGATO - La prestazione sostituisce cod.50.91. Escluso: Agobiopsia pe
51.12|BIOPSIA PERCUTANEA DELLA COLECISTI E DEI DOTTI BILIARI. Agobiopsia Eco-guidata delle vie biliari
51.14.1|BIOPSIA ENDOSCOPICA DELL'ALBERO BILIARE O DELLO SFINTERE DI ODDI.
52.13|ECOENDOSCOPIA BILIOPANCREATICA.
52.14|BIOPSIA TRANSPARIETALE [ECOENDOSCOPICA] BILIOPANCREATICA.
53.00.1|RIPARAZIONE MONOLATERALE DI ERNIA INGUINALE DIRETTA O INDIRETTA. Incluso: Visita anestesiologica ed anestesia, esami pre
53.00.2|RIPARAZIONE MONOLATERALE DI ERNIA INGUINALE CON INNESTO O PROTESI DIRETTA O INDIRETTA. Incluso: Visita anestesiologica e
53.21.1|RIPARAZIONE MONOLATERALE DI ERNIA CRURALE CON INNESTO O PROTESI. Incluso: Visita anestesiologica ed anestesia, esami pre
53.29.1|RIPARAZIONE MONOLATERALE DI ERNIA CRURALE. Incluso: Visita anestesiologica ed anestesia, esami pre intervento, intervent
53.41|RIPARAZIONE DI ERNIA OMBELICALE CON PROTESI. Incluso: Visita anestesiologica ed anestesia, esami pre intervento, interve
53.49.1|RIPARAZIONE DI ERNIA OMBELICALE. Incluso: Visita anestesiologica ed anestesia, esami pre intervento, intervento, medicaz
54.22|BIOPSIA DELLA PARETE ADDOMINALE O DELL' OMBELICO.
54.24|BIOPSIA [PERCUTANEA][AGOBIOPSIA] DI MASSA INTRAADDOMINALE. Escluso: Agobiopsia di tube di Fallopio, ovaio (65.11), perit
54.24.1|BIOPSIA [PERCUTANEA][AGOBIOPSIA] ECO-GUIDATA DI MASSA INTRAADDOMINALE. Escluso: Agobiopsia di tube di Fallopio, ovaio (6
54.24.2|BIOPSIA [PERCUTANEA][AGOBIOPSIA] TC-GUIDATA DI MASSA INTRADDOMINALE. Escluso: Agobiopsia di tube di Fallopio, ovaio (65.
54.91|PARACENTESI. - Escluso: Creazione di fistola cutaneoperitoneale (54.93)
54.93|POSIZIONAMENTO DI CATETERE PERMANENTE PER DIALISI PERITONEALE. Incluso: Creazione di fistola cutaneoperitoneale
54.97|INIEZIONE DI SOSTANZE TERAPEUTICHE AD AZIONE LOCALE NELLA CAVITA'  PERITONEALE. Escluso: Dialisi peritoneale (54.98)
54.98.1|DIALISI PERITONEALE AUTOMATIZZATA (CCPD). Per seduta (Ciclo di trenta sedute)
54.98.2|DIALISI PERITONEALE CONTINUA (CAPD). Per seduta (Ciclo di trenta sedute)
54.98.3|TEST DI EQUILIBRIO PERITONEALE. Incluso: esami di laboratorio KT/V e ClCr/BSA  .
54.98.4|EMODIAFILTRAZIONE - La prestazione sostituisce cod. 39.95.5 Biofiltrazione senza acetato Biofiltrazione Emodiafiltrazion
55.92|ASPIRAZIONE PERCUTANEA RENALE. Puntura di cisti renale con o senza sclerotizzazione
55.93|REVISIONE O SOSTITUZIONE DI CATETERE PIELOSTOMICO O NEFROSTOMICO.
56.31|URETEROSCOPIA. Con strumento flessibile
57.17|CISTOSTOMIA PERCUTANEA. Escluso: Rimozione di sonda cistostomica, Sostituzione di sonda cistostomica, Cistotomia e cisto
57.32|URETROCISTOSCOPIA. Escluso: Cistoureteroscopia con biopsia ureterale, Pielografia retrograda della vescica, della prosta
57.33|URETROCISTOSCOPIA CON BIOPSIA.
57.39.1|CROMOCISTOSCOPIA.
57.39.2|ESAME URODINAMICO INVASIVO. Incluso: Cistomanometria, Elettromiografia dello sfintere, Profilo pressorio uretrale, Holte
57.49.1|RESEZIONE TRANSURETRALE DI LESIONE VESCICALE O NEOPLASIA. Elettrocoagulazione endoscopica vescicale Escluso: Biopsia tra
57.94|CATETERISMO VESCICALE. Incluso lavaggio vescicale
58.22|URETROSCOPIA.
58.23|BIOPSIA DELL' URETRA.
58.31|ASPORTAZIONE O  ELETTROCOAGULAZIONE DI LESIONE O TESSUTO DELL'URETRA (LP)
58.47|MEATOPLASTICA URETRALE.
58.5|URETROTOMIA ENDOSCOPICA. Sezione di sfintere uretrale, meatotomia uretrale interna, uretrolisi
58.60.1|DILATAZIONE URETRALE. Dilatazione di giuntura uretrovescicale, passaggio di sonda attraverso l'uretra  (Seduta unica)
58.60.2|DILATAZIONI URETRALI PROGRESSIVE. (Per seduta)
58.60.3|RIMOZIONE [ENDOSCOPICA] DI CALCOLO URETRALE E/O CORPO ESTRANEO.
59.8|CATETERIZZAZIONE URETERALE. Drenaggio del rene con catetere, inserzione di  stent ureterale, dilatazione dell'orifizio u
60.0|DRENAGGIO ASCESSO PROSTATICO. Incisione della prostata Escluso: Drenaggio del tessuto periprostatico
60.11|AGOBIOPSIA ECOGUIDATA DELLA PROSTATA. Approccio transperineale o transrettale
60.13|AGOBIOPSIA ECOGUIDATA DELLE VESCICHETTE SEMINALI. Approccio transrettale o transperineale
60.91|ASPIRAZIONE PERCUTANEA [CITOASPIRAZIONE] DELLA PROSTATA. Escluso: Agobiopsia della prostata (60.11)
61.0|INCISIONE E DRENAGGIO DELLO SCROTO E DELLA TUNICA VAGINALE. Escluso: Puntura evacuativa di idrocele (61.91)
61.91|PUNTURA EVACUATIVA DI IDROCELE DELLA TUNICA VAGINALE. Aspirazione percutanea della tunica vaginale
62.11|AGOASPIRATO GONADE MASCHILE. Incluso: valutazione adeguatezza del prelievo
63.52|DEROTAZIONE MANUALE DEL FUNICOLO E DEL TESTICOLO. Escluso: quella associata ad orchidopessi
63.71|LEGATURA DEI DOTTI DEFERENTI.
63.99.1|SCLEROTIZZAZIONE DI VARICOCELE. Incluso: visita anestesiologica ed anestesia, esami pre intervento, intervento, medicazi
64.0|CIRCONCISIONE TERAPEUTICA. Se eventualmente effettuati sono inclusi:  Visita anestesiologica ed anestesia, esami pre int
64.11|BIOPSIA DEL PENE.
64.19.1|BALANOSCOPIA.
64.19.2|RICERCA DEL TREPONEMA AL PARABOLOIDE.
64.2|ASPORTAZIONE O DEMOLIZIONE DI LESIONE DEL PENE. Asportazione condilomi  Escluso: Biopsia del pene (64.11)
64.92.1|FRENULOTOMIA PREPUZIALE.
64.93|LIBERAZIONE DI SINECHIE PENIENE.
65.11|AGOASPIRAZIONE ECOGUIDATA DEI FOLLICOLI (Prelievo ovociti).
65.91|AGOASPIRAZIONE DI CISTI DELL' OVAIO. Aspirazione dell' ovaio Eco-guidata  Escluso: Biopsia aspirativa dell' ovaio (65.11
66.8|INSUFFLAZIONE DELLE TUBE. Insufflazione utero-tubarica Escluso: Iniezione di sostanze terapeutiche, quella per isterosal
67.12|BIOPSIA MIRATA ENDOCERVICALE A GUIDA ISTEROSCOPICA.
67.19.1|BIOPSIA MIRATA  DELLA PORTIO E DELL'ENDOCERVICE A GUIDA COLPOSCOPICA SU UNA O PIU' SEDI. Non associabile a 70.21
67.32|DEMOLIZIONE DI LESIONE DELLA CERVICE. mediante  Diatermocoagulazione, Crioterapia, Laserterapia
67.33|CRIOCHIRURGIA DEL COLLO UTERINO. Crioconizzazione della cervice, Asportazione polipi cervicali, Asportazione condilomi
68.12.1|ISTEROSCOPIA DIAGNOSTICA CON O SENZA BIOPSIA DELL'ENDOMETRIO.
68.16.1|BIOPSIA ENDOMETRIALE. Non associabile a 68.12.1
68.16.Z|BIOPSIA DELL' UTERO CON DILATAZIONE DEL CANALE CERVICALE . Sono inclusi: Visita anestesiologica ed anestesia, esami pre 
68.29.2|ASPORTAZIONE POLIPI ENDOMETRIALI A GUIDA ISTEROSCOPICA - La prestazione sostituisce cod.68.29.1.
68.29.3|MIOMECTOMIA PER VIA VAGINALE MEDIANTE TORSIONE. La prestazione sostituisce cod.68.29.1.
69.09|ALTRA DILATAZIONE O RASCHIAMENTO DELL' UTERO. Incluso: Visita anestesiologica ed anestesia, esami pre intervento, interv
69.7|INSERZIONE DI DISPOSITIVO CONTRACCETTIVO INTRAUTERINO (I.U.D.).
69.92|INSEMINAZIONE ARTIFICIALE. Intracervicale e intrauterina (IAO)
69.92.1|CAPACITAZIONE DEL MATERIALE SEMINALE.
69.92.3|FECONDAZIONE IN VITRO CON INSEMINAZIONE INTRACITOPLASMATICA (ICSI/FIV). Incluso coltura
69.92.4|AGOASPIRAZIONE TESTICOLARE (TESA). Incluso: valutazione adeguatezza del prelievo
69.92.5|TRASFERIMENTO EMBRIONI (ET). Escluso per via laparoscopica
69.92.6|TRASFERIMENTO DI GAMETI INTRATUBARICO. Escluso per via laparoscopica
70.11.1|IMENOTOMIA.
70.21|COLPOSCOPIA. Incluso vulvoscopia Non associabile a 67.19.1
70.24|BIOPSIA DELLE PARETI VAGINALI. Con eventuale puntura esplorativa
70.29.1|BIOPSIA DELLE PARETI VAGINALI A GUIDA COLPOSCOPICA. Non associabile a. 70.21
70.33.1|ASPORTAZIONE O DEMOLIZIONE DI LESIONI DELLA VAGINA. compresi condilomi vaginali
71.11|BIOPSIA DELLA VULVA O DELLA CUTE PERINEALE CON O SENZA VULVOSCOPIA. Non associabile a 70.21
71.22|INCISIONE E MARSUPIALIZZAZIONE DI ASCESSO O CISTI DELLA GHIANDOLA DEL BARTOLINO.
71.30.1|ASPORTAZIONE O DEMOLIZIONE DI LESIONI VULVARI E PERINEALI INCLUSI CONDILOMI. Non associabile a  70.33.1 e 67.33
71.90.1|ALTRI INTERVENTI SULL' APPARATO GENITALE FEMMINILE. Laserterapia per fatti distrofici
75.10.1|PRELIEVO DEI VILLI CORIALI.
75.10.2|AMNIOCENTESI PRECOCE.
75.10.3|AMNIOCENTESI TARDIVA.
75.33.1|FUNICOLOCENTESI CON RACCOLTA DI CELLULE STAMINALI EMOPOIETICHE.
75.34.1|CARDIOTOCOGRAFIA  ESTERNA.
75.8|TAMPONAMENTO OSTETRICO DELL' UTERO O DELLA VAGINA. Medicazione, Tamponamento utero-cervico-vaginale, Tamponamento cervic
76.01|SEQUESTRECTOMIA DI OSSO FACCIALE. Rimozione di frammento osseo necrotico da osso della faccia
76.2|ASPORTAZIONE O DEMOLIZIONE LOCALE DI LESIONE DELLE OSSA FACCIALI. Asportazione o marsupializzazione di cisti del mascell
76.77|RIDUZIONE APERTA DI FRATTURA ALVEOLARE. Riduzione di frattura alveolare con stabilizzazione dei denti
76.93|RIDUZIONE CHIUSA DI LUSSAZIONE TEMPOROMANDIBOLARE.
76.96|INIEZIONE DI SOSTANZA TERAPEUTICA NELL'ARTICOLAZIONE TEMPOROMANDIBOLARE.
77.56|RIPARAZIONE DI DITO A MARTELLO/ARTIGLIO [PIEDE]. Incluso: Visita anestesiologica ed anestesia, esami pre intervento, int
78.7|OSTEOCLASIA. Manuale o strumentale
79.00|RIDUZIONE CHIUSA DI FRATTURA SENZA FISSAZIONE INTERNA IN SEDE NON SPECIFICATA.
79.01|RIDUZIONE CHIUSA DI FRATTURA DELL'OMERO SENZA FISSAZIONE INTERNA.
79.02|RIDUZIONE CHIUSA DI FRATTURA DI RADIO E ULNA SENZA FISSAZIONE INTERNA. Braccio NAS
79.03|RIDUZIONE CHIUSA DI FRATTURA DI CARPO E METACARPO SENZA FISSAZIONE INTERNA. Mano NAS
79.04|RIDUZIONE CHIUSA DI FRATTURA DELLE FALANGI DELLA MANO SENZA FISSAZIONE INTERNA.
79.07|RIDUZIONE CHIUSA DI FRATTURA DI TARSO E METATARSO SENZA FISSAZIONE INTERNA. Piede NAS
79.08|RIDUZIONE CHIUSA DI FRATTURA DELLE FALANGI DEL PIEDE SENZA FISSAZIONE INTERNA.
79.70|RIDUZIONE CHIUSA DI LUSSAZIONE IN SEDE NON SPECIFICATA.
79.71|RIDUZIONE CHIUSA DI LUSSAZIONE DELLA SPALLA.
79.72|RIDUZIONE CHIUSA DI LUSSAZIONE DEL GOMITO.
79.73|RIDUZIONE CHIUSA DI LUSSAZIONE DEL POLSO.
79.74|RIDUZIONE CHIUSA DI LUSSAZIONE DELLA MANO E DELLE DITA DELLA MANO.
80.20|ARTROSCOPIA SEDE NON SPECIFICATA. Incluso: Visita anestesiologica ed anestesia, esami pre intervento, intervento, medica
80.30|BIOPSIA DELLE STRUTTURE ARTICOLARI, SEDE NON SPECIFICATA. Biopsia aspirativa
80.61|ARTROSCOPIA CHIRURGICA. Se effettuati sono inclusi: Visita anestesiologica ed anestesia, esami pre intervento, intervent
80.74|SINOVIECTOMIA DELLA MANO E DELLE DITA DELLA MANO. Se effettuati sono inclusi: Visita anestesiologica ed anestesia, esami
81.16|ARTRODESI  METATARSOFALANGEA. Incluso: Visita anestesiologica ed anestesia, esami pre intervento, intervento, medicazion
81.25|ARTRODESI CARPO-RADIALE. Incluso: Visita anestesiologica ed anestesia, esami pre intervento, intervento, medicazioni, ri
81.26|ARTRODESI METACARPOCARPALE. Incluso: Visita anestesiologica ed anestesia, esami pre intervento, intervento, medicazioni,
81.27|ARTRODESI METACARPOFALANGEA. Incluso: Visita anestesiologica ed anestesia, esami pre intervento, intervento, medicazioni
81.28|ARTRODESI INTERFALANGEA. Incluso: Visita anestesiologica ed anestesia, esami pre intervento, intervento, medicazioni, ri
81.72|ARTROPLASTICA DELL' ARTICOLAZIONE METACARPOFALANGEA E INTERFALANGEA SENZA IMPIANTO. Incluso: Visita anestesiologica ed a
81.75|ARTROPLASTICA DELL' ARTICOLAZIONE CARPOCARPALE E CARPOMETACARPALE SENZA IMPIANTO. Incluso: Visita anestesiologica ed ane
81.91|ARTROCENTESI. Aspirazione articolare Escluso: quella per: biopsia delle strutture articolari (80.30), iniezione di farma
81.92|INIEZIONE DI SOSTANZE TERAPEUTICHE NELL'ARTICOLAZIONE O NEL LEGAMENTO. Per seduta
82.21|ASPORTAZIONE DI LESIONE DELLA FASCIA TENDINEA DELLA MANO. Incluso: Visita anestesiologica ed anestesia, esami pre interv
82.22|ASPORTAZIONE DI LESIONE DEI MUSCOLI DELLA MANO. Incluso: Visita anestesiologica ed anestesia, esami pre intervento, inte
82.29|ASPORTAZIONE DI ALTRE LESIONI DEI TESSUTI MOLLI DELLA MANO. Incluso: Visita anestesiologica ed anestesia, esami pre inte
82.31|BORSECTOMIA DELLA MANO. Incluso: Visita anestesiologica ed anestesia, esami pre intervento, intervento, medicazioni, rim
82.41|SUTURA DELLA FASCIA TENDINEA DELLA MANO. Incluso: Visita anestesiologica ed anestesia, esami pre intervento, intervento,
82.45|SUTURA DEI TENDINI DELLA MANO. Incluso: Visita anestesiologica ed anestesia, esami pre intervento, intervento, medicazio
82.46|SUTURA DEI MUSCOLI DELLA MANO. Incluso: Visita anestesiologica ed anestesia, esami pre intervento, intervento, medicazio
82.53|REINSERZIONE DI TENDINI DELLA MANO. Incluso: Visita anestesiologica ed anestesia, esami pre intervento, intervento, medi
82.54|REINSERZIONE DI MUSCOLI DELLA MANO. Incluso: Visita anestesiologica ed anestesia, esami pre intervento, intervento, medi
82.91|LISI DI ADERENZE DELLA MANO [Dito a scatto]. Incluso: Visita anestesiologica ed anestesia, esami pre intervento, interve
83.02|MIOTOMIA. Escluso: Miotomia cricofaringea
83.03|BORSOTOMIA. Rimozione di deposito calcareo della borsa Escluso: Aspirazione percutanea della borsa
83.09|ALTRA INCISIONE DEI TESSUTI MOLLI. Incisione della fascia Incisione per rimozione di corpi estranei sotto controllo scop
83.21|BIOPSIA DEI TESSUTI MOLLI/MUSCOLI. Escluso: Biopsia di cute e tessuto sottocutaneo (86.11)
83.21.1|BIOPSIA ECO-GUIDATA DEI TESSUTI MOLLI/MUSCOLI.
83.31|ASPORTAZIONE DI LESIONE DELLE FASCE TENDINEE. Asportazione di ganglio di guaina tendinea, eccetto della mano
83.98|INIEZIONE DI SOSTANZE TERAPEUTICHE AD AZIONE LOCALE ALL' INTERNO DI ALTRI TESSUTI MOLLI. Escluso: Iniezioni da 99.25 a 9
84.01|AMPUTAZIONE E DISARTICOLAZIONE DI DITA DELLA MANO. Incluso: Visita anestesiologica ed anestesia, esami pre intervento, i
84.02|AMPUTAZIONE E DISARTICOLAZIONE DEL POLLICE. Incluso: Visita anestesiologica ed anestesia, esami pre intervento, interven
84.11|AMPUTAZIONE DI DITA DEL PIEDE. Incluso: Visita anestesiologica ed anestesia, esami pre intervento, intervento, medicazio
85.0|MASTOTOMIA. Incisione della mammella (cute) Mammotomia Escluso: Aspirazione della mammella, rimozione di protesi
85.11|AGOASPIRATO DELLA MAMMELLA. Incluso: valutazione adeguatezza del prelievo
85.11.1|AGOSPIRATO ECOGUIDATO  DELLA MAMMELLA. Biopsia con ago sottile della mammella
85.11.3|BIOPSIA [PERCUTANEA] MAMMARIA "VACUUM ASSISTED" ECOGUIDATA.
85.11.4|BIOPSIA [PERCUTANEA] MAMMARIA "VACUUM ASSISTED" IN STEREOTASSI.
85.11.7|BIOPSIA  STEROTASSICA DELLA MAMMELLA  CON TRU-CUT.
85.20|ASPORTAZIONE O DEMOLIZIONE DI TESSUTO DELLA MAMMELLA. Incisione di ascesso mammario
85.21|ASPORTAZIONE LOCALE DI LESIONE DELLA MAMMELLA. Rimozione di area fibrosa dalla mammella  Escluso: Biopsia della mammella
85.21.1|ASPIRAZIONE PERCUTANEA DI CISTI DELLA MAMMELLA. Eco-guidata
86.01|ASPIRAZIONE DELLA CUTE E DEL TESSUTO SOTTOCUTANEO. Sulle unghie, sulla pelle o sul tessuto sottocutaneo aspirazione di: 
86.02.1|SCLEROSI DI FISTOLA PILONIDALE.
86.02.2|INFILTRAZIONE DI CHELOIDE. Per seduta. Incluso farmaco
86.03|INCISIONE DI CISTI O SENO PILONIDALE. Escluso: Marsupializzazione
86.04|INCISIONE CON DRENAGGIO DELLA CUTE E DEL TESSUTO SOTTOCUTANEO. - Incluso: incisione di ascesso, favo o flemmone. Escluso
86.05.1|INCISIONE CON RIMOZIONE DI CORPO ESTRANEO DA CUTE E TESSUTO SOTTOCUTANEO. Estrazione di corpo estraneo profondo Escluso:
86.11|BIOPSIA DELLA CUTE E DEL TESSUTO SOTTOCUTANEO.
86.19.1|ELASTOMETRIA.
86.19.2|SEBOMETRIA.
86.19.3|CORNEOMETRIA.
86.19.4|MISURA DELLA PERDITA TRANSEPIDERMICA DI ACQUA (TEWL).
86.22|RIMOZIONE ASPORTATIVA DI FERITA, INFEZIONE O USTIONE. Rimozione per mezzo di asportazione di: tessuto devitalizzato, nec
86.23|RIMOZIONE DI UNGHIA, MATRICE UNGUEALE O PLICA UNGUEALE.
86.24|CHEMIOCHIRURGIA DELLA CUTE. Peeling chimico della cute
86.25|DERMOABRASIONE. Quella con laser (o mezzo meccanico) (Per seduta) Escluso: Dermoabrasione di ferita per rimozione di fra
86.27|CURETTAGE DI UNGHIA, MATRICE UNGUEALE O PLICA UNGUEALE. Rimozione di: necrosi, massa di tessuto necrotico Escluso: Rimoz
86.28|RIMOZIONE NON ASPORTATIVA DI FERITA, INFEZIONE O USTIONE. Rimozione NAS Rimozione di tessuto devitalizzato, necrosi e ma
86.30.1|ASPORTAZIONE O DEMOLIZIONE LOCALE DI LESIONE O TESSUTO CUTANEO E SOTTOCUTANEO, MEDIANTE CRIOTERAPIA. Per seduta
86.30.2|ASPORTAZIONE O DEMOLIZIONE LOCALE DI LESIONE O TESSUTO CUTANEO E SOTTOCUTANEO, MEDIANTE CRIOTERAPIA CON NEVE CARBONICA O
86.30.3|ASPORTAZIONE O DEMOLIZIONE LOCALE DI LESIONE O TESSUTO CUTANEO E SOTTOCUTANEO, MEDIANTE CAUTERIZZAZIONE O FOLGORAZIONE. 
86.30.4|ASPORTAZIONE O DISTRUZIONE NEOFORMAZIONI CUTANEE MEDIANTE LASER.
86.30.5|ASPORTAZIONE CHIRURGICA DI LESIONI O TESSUTO CUTANEO O SOTTOCUTANEO CON APPLICAZIONE DI PUNTI DI SUTURA.
86.4|ASPORTAZIONE RADICALE DI LESIONE DELLA CUTE. Asportazione larga di lesione della cute coinvolgente le strutture sottosta
86.4A.9|ASPORTAZIONE RADICALE DI LESIONE CUTANEA E SOTTOCUTANEA DEL VOLTO. Incluso: Visita anestesiologica ed anestesia, esami p
86.59.1|SUTURA ESTETICA DI FERITA DEL VOLTO.
86.59.2|SUTURA ESTETICA DI FERITA IN ALTRI DISTRETTI DEL CORPO. Di piccole dimensioni (fino a 5 cm)
86.59.3|ALTRA SUTURA ESTETICA DI FERITA IN ALTRI DISTRETTI DEL CORPO.
86.59.4|CHIUSURA DI TRACHEOSTOMIA.
86.60|INNESTO CUTANEO, NAS. Escluso: Costruzione o ricostruzione di pene, trachea, vagina
86.61|INNESTO DI CUTE A PIENO SPESSORE NELLA MANO. Escluso: Innesto eterologo, innesto omologo
86.62|ALTRO INNESTO DI CUTE NELLA MANO. Escluso: Innesto eterologo, innesto omologo
86.71|ALLESTIMENTO E PREPARAZIONE DI LEMBI PEDUNCOLATI. Allestimento di lembo dal suo letto (autonomizzazione) Taglio parziale
86.72|AVANZAMENTO DI LEMBO PEDUNCOLATO.
86.73|TRASFERIMENTO DI LEMBO PEDUNCOLATO SULLA MANO. Escluso: Ricostruzione del pollice o trasferimento di dita
86.74|TRASFERIMENTO DI LEMBO PEDUNCOLATO IN ALTRE SEDI. Trasferimento di: lembo di avanzamento, lembo doppiamente peduncolato,
86.75|REVISIONE DI LEMBO PEDUNCOLATO. Sbrigliamento di innesto peduncolato o a lembo Liberazione di tessuto adiposo di innesto
86.81|RIPARAZIONE DI DIFETTI DEL VISO.
86.84|CORREZIONE DI CICATRICE O BRIGLIA RETRATTILE DELLA CUTE. Plastica a "Z" della cute della mano e delle dita della mano
86.85|CORREZIONE DI SINDATTILIA. Incluso: Visita anestesiologica ed anestesia, esami preintervento, intervento, medicazioni, r
86.86|ONICOPLASTICA. Incluso: visita anestesiologica ed anestesia, esami pre intervento, intervento, medicazioni, rimozione di
87.03|TC CRANIO-ENCEFALO. Non associabile a TC Sella Turcica (87.03.A) e TC Orbite (87.03.C)
87.03.1|TC CRANIO-ENCEFALO SENZA E CON MDC. Non associabile a TC Sella Turcica con e senza MDC (87.03.B) e TC Orbite con e senza
87.03.2|TC MASSICCIO FACCIALE [mascellare, mandibolare, seni paranasali, etmoide, articolazioni temporo-mandibolari]. In caso di
87.03.3|TC MASSICCIO FACCIALE SENZA E CON MDC [mascellare, mandibolare, seni paranasali, etmoide, articolazioni temporo-mandibol
87.03.5|TC DELL' ORECCHIO. [orecchio medio e interno, rocche e mastoidi,  base cranica e angolo ponto cerebellare]
87.03.6|TC DELL' ORECCHIO SENZA E CON MDC. [orecchio medio e interno, rocche e mastoidi,  base cranica e angolo ponto cerebellar
87.03.7|TC DEL COLLO [ghiandole salivari, tiroide-paratiroidi, faringe, laringe, esofago cervicale]. TC del collo [ghiandole sal
87.03.8|TC DEL COLLO SENZA E CON MDC. [ghiandole salivari, tiroide-paratiroidi, faringe, laringe, esofago cervicale]
87.03.9|TOMOGRAFIA COMPUTERIZZATA (TC) DELLE GHIANDOLE SALIVARI. Scialo-Tc
87.03.A|TC SELLA TURCICA. (studio selettivo)
87.03.B|TC DELLA SELLA TURCICA SENZA E CON MDC. (studio selettivo)
87.03.C|TC ORBITE. (studio selettivo)
87.03.D|TC ORBITE SENZA E CON MDC. (studio selettivo)
87.03.E|TC DI SINGOLA ARCATA DENTARIA [DENTALSCAN]. La prestazione sostituisce cod. 87.03.4.
87.03.F|TC DELLE ARCATE DENTARIE [DENTALSCAN]. La prestazione sostituisce cod. 87.03.4.
87.04.1|RX LARINGE CON STRATIGRAFIA. Esame diretto e in fase dinamica
87.05|DACRIOCISTOGRAFIA.
87.06|FARINGOGRAFIA. Incluso: esame diretto
87.06.1|RADIOGRAFIA CON CONTRASTO DELLE GHIANDOLE SALIVARI. Scialografia  (4 proiezioni) Incluso: esame diretto
87.07|LARINGOGRAFIA CON CONTRASTO. (4 radiogrammi)  Incluso: esame diretto
87.09.1|RADIOGRAFIA DEI TESSUTI MOLLI DELLA FACCIA, DEL CAPO E DEL COLLO. Esame diretto (2 proiezioni) di: laringe, rinofaringe,
87.09.2|RX DEL TRATTO FARINGO-CRICO-ESOFAGEO-CARDIALE. Studio funzionale della via digestiva superiore, con MDC baritato o idros
87.11.1|RADIOGRAFIA DI ARCATA  DENTARIA. Superiore o inferiore
87.11.2|RADIOGRAFIA CON OCCLUSALE DI ARCATA  DENTARIA. Superiore o inferiore
87.11.3|ORTOPANORAMICA DELLE ARCATE DENTARIE. Arcate dentarie complete superiore e inferiore (OPT)
87.11.4|STRATIGRAFIA DELLE ARCATE DENTARIE.
87.12.1|TELERADIOGRAFIA DEL CRANIO. Per cefalometria ortodontica
87.12.2|RADIOGRAFIA ENDORALE.
87.13.1|ARTROGRAFIA TEMPOROMANDIBOLARE CON CONTRASTO. Monolaterale  (4 proiezioni). Incluso: esame diretto
87.13.2|ARTROGRAFIA TEMPOROMANDIBOLARE CON CONTRASTO. Bilaterale Incluso: esame diretto
87.16.3|STRATIGRAFIA DELL'ARTICOLAZIONE TEMPOROMANDIBOLARE MONOLATERALE. Incluso esame diretto ed eventuale stratigrafia dinamic
