#CODEVALUEMODEL=CodeValueParameter|CODESYSTEMID=p|CODESYSTEMNAME=ApplicationParameters|CODESYSTEMDISPLAYNAME=ApplicationParameters|VERSION=0|DESCRIPTION=Application Parameters|LANGUAGE=it|AUTHORITYNAME=Insiel Mercato|AUTHORITYDESCRIPTION=Insiel Mercato SpA|AUTHORITYCONTACTINFORMATION=info@insielmercato.it|VALIDFROM=08/03/2016 11:51
ID SUFFIX|CODE|NAME|DESCRIPTION|ELEMENT TYPE|SEQUENCE NUMBER|STATUS|KEYWORDS|EXTENSION[DataType]|EXTENSION[Host]|EXTENSION[Location]|EXTENSION[ReadOnly]|EXTENSION[Required]|EXTENSION[Role]|EXTENSION[Username]|EXTENSION[Value]|EXTENSION[Visible]|EXTENSION[currentValue]|TRANSLATION[de]|TRANSLATION[en]|TRANSLATION[it]|VALID FROM|VALID TO
home.gestione_pratica.riapriAttivita.medicinalavoro|medicinalavoro|medicinalavoro||C|0|1|||||||role.emp.medicinadellavoro|||true|||||27/04/2018 12:34|
home.gestione_pratica.riapriAttivita.operatore|operatore|operatore||C|0|1|||||||role.emp.utente_V0|||true|||||27/04/2018 12:34|
home.gestione_pratica.riapriAttivita.segreteria|segreteria|segreteria||C|0|1|||||||role.emp.segretario_V0|||true|||||27/04/2018 12:34|
home.gestione_pratica.selezionaLineaDiLavoro|-|home.gestione_pratica.selezionaLineaDiLavoro|selezionaLineaDiLavoro|A|0|1||||||||||true|||||14/10/2016 00:00|
home.gestione_pratica.svalida|-|home.gestione_pratica.svalida|svalida|A|0|1||||||||||false|||||19/03/2018 00:00|
home.gestione_pratica.svalida.Admin|Admin|Admin||C|0|1|||||||role.emp.admin_V0|||true|||||19/03/2018 16:23|
home.gestione_pratica.svalida.Dirigente|Dirigente|Dirigente||C|0|1|||||||role.emp.dirigente|||true|||||06/04/2018 18:40|
home.gestione_pratica.svalida.MedicinadelLavoro|MedicinadelLavoro|MedicinadelLavoro||C|0|1|||||||role.emp.medicinadellavoro|||true|||||22/03/2018 10:14|
home.gestione_pratica.svalida.nuovo|Direttore|Direttore||C|0|1|||||||role.emp.direttore_V0|||true|||||06/04/2018 00:00|
home.gestione_pratica.svalida.Operatore|Operatore|Operatore||C|0|1|||||||role.emp.utente_V0|||true|||||06/04/2018 18:28|
home.gestione_pratica.svalida.Segretario|Segretario|Segretario||C|0|1|||||||role.emp.segretario_V0|||true|||||06/04/2018 18:40|
home.gestione_pratica.tabGestioneOperatori|-|home.gestione_pratica.tabGestioneOperatori|tabGestioneOperatori|A|0|1|||||false|||||true|||||27/10/2016 00:00|
home.gestione_pratica.tabGestioneOperatori.Operatore|Operatore|Operatore||C|0|1|||||true||role.emp.utente_V0|||true|||||27/10/2016 11:22|
home.gestione_pratica.tabGestioneOperatori.SegretarioBS|Segretario|Segretario||C|0|1|||||true||role.emp.segretario_V0|||false|||||27/10/2016 00:00|
home.gestione_pratica.term_obbl_btn_prat|-|home.gestione_pratica.term_obbl_btn_prat|term_obbl_btn_prat|A|0|1||||||||||false|||||13/07/2017 00:00|
home.gestione_pratica.term_obbl_btn_prat.Admin|Admin|Admin||C|0|1|||||||role.emp.admin_V0|||true|||||13/07/2017 16:00|
home.gestione_pratica.term_obbl_btn_prat.Dirigente|Dirigente|Dirigente||C|0|1|||||false||||true|true|||||27/07/2017 00:00|
home.gestione_pratica.valida|-|home.gestione_pratica.valida|valida|A|0|1||||||||||false|||||29/01/2018 00:00|
home.gestione_pratica.valida.Admin|Admin|Admin||C|0|1|||||||role.emp.admin_V0|||true|||||29/01/2018 00:00|
home.gestione_pratica.valida.Direttore|Direttore|Direttore||C|0|1|||||||role.emp.direttore_V0|||true|||||06/04/2018 00:00|
home.gestione_pratica.valida.Dirigente|Dirigente|Dirigente||C|0|1|||||||role.emp.dirigente|||true|||||06/04/2018 00:00|
home.gestione_pratica.valida.MedicinaDelLavoro|MedicinaDelLavoro|MedicinaDelLavoro||C|0|1|||||||role.emp.medicinadellavoro|||true|||||06/04/2018 00:00|
home.gestione_pratica.valida.Operatore|Operatore|Operatore||C|0|1|||||||role.emp.utente_V0|||true|||||06/04/2018 00:00|
home.gestione_pratica.valida.OperatorePlus|OperatorePlus|OperatorePlus||C|0|1|||||||role.emp.operatoreplus|||true|||||14/05/2019 00:00|
home.gestione_pratica.valida.Segretario|Segretario|Segretario||C|0|1|||||||role.emp.segretario_V0|||true|||||06/04/2018 00:00|
home.gestione_pratica.validaChiudi|-|home.gestione_pratica.validaChiudi|validaChiudi|A|0|1||||||||||false|||||29/01/2018 00:00|
home.gestione_pratica.validaChiudi.Admin|Admin|Admin||C|0|1|||||||role.emp.admin_V0|||true|||||29/01/2018 00:00|
home.gestione_pratica.validaChiudi.Direttore|Direttore|Direttore||C|0|1|||||||role.emp.direttore_V0|||true|||||06/04/2018 00:00|
home.gestione_pratica.validaChiudi.Dirigente|Dirigente|Dirigente||C|0|1|||||||role.emp.dirigente|||true|||||06/04/2018 00:00|
home.gestione_pratica.validaChiudi.MedicinaDelLavoro|MedicinaDelLavoro|MedicinaDelLavoro||C|0|1|||||||role.emp.medicinadellavoro|||true|||||06/04/2018 00:00|
home.gestione_pratica.validaChiudi.OperatorePlus|OperatorePlus|OperatorePlus||C|0|1|||||||role.emp.operatoreplus|||true|||||14/05/2019 00:00|
home.gestione_pratica.validaChiudi.Segretario|Segretario|Segretario||C|0|1|||||||role.emp.segretario_V0|||true|||||06/04/2018 00:00|
home.gestione_segnalazione|gestione_segnalazione|home.gestione_segnalazione|gestione_segnalazione|S|0|1|||||||||||||||14/10/2016 15:31|
home.gestione_segnalazione.modificaSegnalazioneAssegnata|-|home.gestione_segnalazione.modificaSegnalazioneAssegnata|modificaSegnalazioneAssegnata|A|0|1|||||||||false||||||20/07/2017 00:00|
home.gestione_segnalazione.modificaSegnalazioneAssegnata.amministratore|amministratore|amministratore||C|0|1|||||false||role.emp.admin_V0||true|true|||||25/07/2017 09:29|
home.gestione_segnalazione.modificaSegnalazioneAssegnata.direttore|direttore|direttore||C|0|1|||||||role.emp.direttore_V0||true||||||20/07/2017 11:04|
home.gestione_segnalazione.modificaSegnalazioneAssegnata.dirigente|dirigente|dirigente||C|0|1|||||||role.emp.dirigente||true||||||20/07/2017 11:05|
home.gestione_segnalazione.modificaSegnalazioneAssegnata.segretario|segretario|segretario||C|0|1|||||||role.emp.segretario_V0||true||||||20/07/2017 11:06|
home.gestione_segnalazione.modificaSegnalazioneAssegnata.segreteria|segreteria|segreteria||C|0|1|||||false||role.emp.segretario_V0||true|true|||||25/07/2017 00:00|
home.gestione_segnalazione.registroEsposti|-|home.gestione_segnalazione.registroEsposti|registroEsposti|A|0|1|||||||||||||||22/11/2016 00:00|
home.gestione_segnalazione.selezionaLineaDiLavoro|-|home.gestione_segnalazione.selezionaLineaDiLavoro|selezionaLineaDiLavoro|A|0|1|||||||||||||||14/10/2016 00:00|
home.gestione_segnalazione.selezionaLineaDiLavoro.Amministratore|Amministratore|Amministratore||C|0|1|||||false||role.emp.admin_V0|||true|||||14/10/2016 15:40|
home.gestione_segnalazione.selezionaLineaDiLavoro.Direttore|Direttore|Direttore||C|0|1|||||false||role.emp.direttore_V0|||true|||||10/04/2017 13:05|
home.gestione_segnalazione.selezionaLineaDiLavoro.Operatore|Operatore|Operatore||C|0|1|||||false||role.emp.utente_V0|||true|||||02/02/2018 14:59|
home.gestione_segnalazione.selezionaLineaDiLavoro.Segretario|Segretario|Segretario||C|0|1|||||false||role.emp.segretario_V0|||true|||||10/04/2017 13:05|
home.gestione_segnalazione.selezionaRichiedente|-|home.gestione_segnalazione.selezionaRichiedente|selezionaRichiedente|A|0|1|||||||||||||||14/10/2016 00:00|
home.gestione_segnalazione.selezionaRiferitoA|-|home.gestione_segnalazione.selezionaRiferitoA|selezionaRiferitoA|A|0|1|||||||||||||||14/10/2016 00:00|
home.gestione_segnalazione.selezionaServizio|-|home.gestione_segnalazione.selezionaServizio|selezionaServizio|A|0|1|||||||||||||||14/10/2016 00:00|
home.gestione_segnalazione.selezionaServizio.Amministratore|Amministratore|Amministratore||C|0|1|||||false||role.emp.admin_V0|||true|||||14/10/2016 15:48|
home.gestione_segnalazione.selezionaServizio.MedicinaDelLavoro|MedicinaDelLavoro|MedicinaDelLavoro||C|0|1|||||false||role.emp.medicinadellavoro|||true|||||22/03/2018 16:29|
home.gestione_segnalazione.selezionaServizio.Operatore|Operatore|Operatore||C|0|1|||||false||role.emp.utente_V0|||true|||||02/02/2018 14:57|
home.gestione_segnalazione.selezionaUbicazione|-|home.gestione_segnalazione.selezionaUbicazione|selezionaUbicazione|A|0|1|||||false|||||true|||||14/10/2016 00:00|
home.gestione_segnalazione.term_mod_obbl_prat|-|home.gestione_segnalazione.term_mod_obbl_prat|term_mod_obbl_prat|A|0|1|||||||||||||||13/07/2017 15:40|
home.mediciEdit|mediciEdit|home.mediciEdit||S|0|1|||||||||false||||||31/07/2017 00:00|
home.mediciEdit.modificaMedico|-|home.mediciEdit.modificaMedico|modificaMedico|A|0|1|||||||||||||||10/08/2016 10:29|
home.mediciEdit.modificaMedico.SegretarioBS|SegretarioBS|SegretarioBS||C|0|1|||||true|||||true|||||28/10/2016 13:57|
home.mediciSearch|mediciSearch|home.mediciSearch|mediciSearch|S|0|1|||||||||||||||10/08/2016 10:28|
home.mediciSearch.nuovoMedico|-|home.mediciSearch.nuovoMedico|nuovoMedico|A|0|1|||||||||||||||10/08/2016 10:28|
home.procpratiche|procpratiche|home.procpratiche|Cruscotto Pratiche|S|0|1|||||||||||||||13/10/2016 00:00|
home.procpratiche.gestioneAttivita|-|home.procpratiche.gestioneAttivita|gestioneAttivita|A|0|1||||||||||true|||||14/10/2016 00:00|
home.procpratiche.gestionePratica|-|home.procpratiche.gestioneStati|gestioneStati|A|0|1||||||||||true|||||13/10/2016 00:00|
home.procpratiche.gestionePratica.Amministratore|Amministratore|Amministratore||C|0|1|||||||role.emp.admin_V0|||true|||||14/10/2016 13:29|
home.procpratiche.gestionePratica.Direttore|Direttore|Direttore||C|0|1|||||||role.emp.direttore_V0|||true|||||06/04/2017 16:12|
home.procpratiche.gestionePratica.Dirigente|Dirigente|Dirigente||C|0|1|||||||role.emp.dirigente|||true|||||11/04/2017 11:26|
home.procpratiche.gestionePratica.MedicinaDelLavoro|MedicinaDelLavoro|MedicinaDelLavoro||C|0|1|||||||role.emp.segretario_V0|||true|||||23/03/2018 11:35|
home.procpratiche.gestionePratica.nuovo|Dirigente|Dirigente||C|0|1|||||false|||||true|||||30/01/2018 00:00|
home.procpratiche.gestionePratica.Operatore|Operatore|Operatore||C|0|1|||||||||||||||14/10/2016 13:30|
home.procpratiche.gestionePratica.opmdl|opmdl|opmdl||C|0|1|||||||||||||||02/07/2018 14:22|
home.procpratiche.gestionePratica.Segretario|Segretario|Segretario||C|0|1|||||||||||||||14/10/2016 13:30|
home.procpratiche.gestionePratica.segretarioBS|segretarioBS|segretarioBS||C|0|1|||||||||||||||27/10/2016 12:17|
home.procpratiche.gestionePratica.UtenteBassano|UtenteBassano|UtenteBassano||C|0|1|||||||||||||||02/02/2018 11:43|
home.procpratiche.gestionePraticheAssegnate|-|home.procpratiche.gestionePraticheAssegnate|gestionePraticheAssegnate|A|0|1|||||false||||false||||||02/02/2018 00:00|
home.procpratiche.gestionePraticheAssegnate.Operatore|Operatore|Operatore||C|0|1|||||true||role.emp.utente_V0||true||||||02/02/2018 10:09|
home.procpratiche.gestionePraticheAssegnate.opmdl|Operatoremdl|Operatoremdl||C|0|1|||||true||role.emp.operatoremdl||true|true|||||02/02/2018 00:00|
home.procpratiche.gestionePraticheAssegnate.UtenteBassano|UtenteBassano|UtenteBassano||C|0|1|||||true||||true||||||02/02/2018 11:30|
home.procpratiche.gestioneStati|-|home.procpratiche.gestioneStati|gestioneStati|A|0|1||||||||||true|||||13/10/2016 00:00|
home.procpratiche.gestioneStati.Amministratore|Amministratore|Amministratore||C|0|1|||||||role.emp.admin_V0|||true|||||13/10/2016 13:26|
home.procpratiche.gestioneStati.Direttore|Direttore|Direttore||C|0|1|||||||role.emp.direttore_V0|||true|||||13/10/2016 13:26|
home.procpratiche.gestioneStati.Dirigente|-|Dirigente|gestioneStati|C|0|1|||||||role.emp.dirigente|||true|||||13/10/2016 00:00|
home.procpratiche.gestioneStati.Segretario|Segretario|Segretario||C|0|1|||||||role.emp.segretario_V0|||true|||||13/10/2016 13:26|
home.procpratiche.gestioneStati.SegretarioBS|SegretarioBS|SegretarioBS||C|0|1|||||false|||||true|||||27/10/2016 00:00|
home.segnalazioni|segnalazioni|home.segnalazioni|segnalazioni|S|0|1|||||||||||||||08/03/2016 00:00|
home.segnalazioni.gestioneSegnalazione|-|home.segnalazioni.gestioneSegnalazione|gestioneSegnalazione|A|0|1|||||false|||||true|||||14/10/2016 00:00|
home.segnalazioni.gestioneSegnalazione.Amministratore|Amministratore|Amministratore||C|0|1|||||false||role.emp.admin_V0||true|true|||||14/10/2016 09:49|
home.segnalazioni.gestioneSegnalazione.Operatore|Operatore|Operatore||C|0|1|||||false||role.emp.utente_V0||true|true|||||14/10/2016 09:50|
home.segnalazioni.gestioneSegnalazione.Segretario|Segretario|Segretario||C|0|1|||||false||role.emp.segretario_V0||true|true|||||14/10/2016 09:50|
home.segnalazioni.gestioneStati|-|home.segnalazioni.gestioneStati|gestioneStati|A|0|1|||||false|||||false|||||13/10/2016 00:00|
home.segnalazioni.gestioneStati.Amministratore|Amministratore|Amministratore||C|0|1|||||false||role.emp.admin_V0|||true|||||13/10/2016 00:00|
home.segnalazioni.gestioneStati.Direttore|Direttore|Direttore||C|0|1|||||false||role.emp.direttore_V0|||true|||||13/10/2016 00:00|
home.segnalazioni.gestioneStati.Dirigente|Dirigente|Dirigente|Dirigente|C|0|1|||||false||role.emp.dirigente|||true|||||13/10/2016 00:00|
home.segnalazioni.gestioneStati.MedicinadelLavoro|MedicinadelLavoro|MedicinadelLavoro||C|0|1|||||false||role.emp.medicinadellavoro|||true|||||22/03/2018 00:00|
home.segnalazioni.gestioneStati.Operatore|Operatore|Operatore||C|0|1|||||false||role.emp.utente_V0|||true|||||13/10/2016 00:00|
home.segnalazioni.gestioneStati.OperatorePlus|OperatorePlus|OperatorePlus|gestioneStati|C|0|1|||||false||role.emp.operatoreplus|||true|||||13/10/2016 00:00|
home.segnalazioni.gestioneStati.Segretario|Segretario|Segretario||C|0|1|||||false||role.emp.segretario_V0|||true|||||13/10/2016 00:00|
home.segnalazioni.gestioneStati.segretarioBS|segretarioBS|segretarioBS||C|0|1|||||false|||||true|||||27/10/2016 00:00|
home.segnalazioni.nuovaSegnalazione|-|home.segnalazioni.nuovaSegnalazione|Nuova segnalazione|A|0|1|||||false|||||true|false||||08/03/2016 00:00|
home.segnalazioni.nuovaSegnalazione.Amministratore|Amministratore|Amministratore||C|0|1|||||false|false|role.emp.admin_V0|||true|||||13/10/2016 11:49|
home.segnalazioni.nuovaSegnalazione.Direttore|Direttore|Direttore||C|0|1|||||false|false|role.emp.direttore_V0|||true|||||13/10/2016 11:52|
home.segnalazioni.nuovaSegnalazione.MedicinaDelLavoro|MedicinaDelLavoro|MedicinaDelLavoro||C|0|1|||||||role.emp.medicinadellavoro|||true|||||10/01/2018 14:19|
home.segnalazioni.nuovaSegnalazione.nuovo|nuovo|nuovo||C|0|1|||||||||||||||03/11/2016 14:51|
home.segnalazioni.nuovaSegnalazione.SegratarioBS|SegratarioBS|SegratarioBS||C|0|1|||||false|false||||true|||||27/10/2016 12:10|
home.segnalazioni.nuovaSegnalazione.Segretario|Segretario|Segretario||C|0|1|||||false|false|role.emp.segretario_V0|||true|||||13/10/2016 11:52|
home.vp_pratica_workaccident|vp_pratica_workaccident|home.vp_pratica_workaccident|vp_pratica_workaccident|S|0|1|||||||||||||||14/10/2016 16:19|
home.vp_pratica_workaccident.eliminaInfortunato|-|home.vp_pratica_workaccident.eliminaInfortunato|eliminaInfortunato|A|0|1||||||||||false|||||31/05/2017 00:00|
home.vp_pratica_workaccident.eliminaInfortunato.Admin|Admin|Admin||C|0|1|||||||role.emp.admin_V0|||true|||||31/05/2017 13:36|
home.vp_pratica_workaccident.modificaInfortunato|-|home.vp_pratica_workaccident.modificaInfortunato|modificaInfortunato|A|0|1||||||||||true|||||14/10/2016 00:00|
home.vp_pratica_workaccident.nuovoInfortunato|-|home.vp_pratica_workaccident.nuovoInfortunato|nuovoInfortunato|A|0|1||||||||||true|||||14/10/2016 00:00|
home.vp_pratica_workdisease|vp_pratica_workdisease|home.vp_pratica_workdisease|vp_pratica_workdisease|S|0|1|||||||||||||||23/11/2016 09:46|
home.vp_pratica_workdisease.dittaAttrDelete|-|home.vp_pratica_workdisease.dittaAttrDelete|dittaAttrDelete|A|0|1||||||||||true|||||23/11/2016 00:00|
home.vp_pratica_workdisease.dittaAttrNew|-|home.vp_pratica_workdisease.dittaAttrNew|dittaAttrNew|A|0|1||||||||||true|||||23/11/2016 00:00|
home.vp_pratica_workdisease.fattoreRischioDelete|-|home.vp_pratica_workdisease.fattoreRischioDelete|fattoreRischioDelete|A|0|1||||||||||true|||||23/11/2016 00:00|
home.vp_pratica_workdisease.fattoreRischioNew|-|home.vp_pratica_workdisease.fattoreRischioNew|fattoreRischioNew|A|0|1||||||||||true|||||23/11/2016 00:00|
