#CODEVALUEMODEL=CodeValueAteco|CODESYSTEMID=ATECO|CODESYSTEMNAME=ATECO|CODESYSTEMDISPLAYNAME=ATECO|VERSION=0|DESCRIPTION=ATECO|LANGUAGE=it|AUTHORITYNAME=ITAL-TBS S.P.A.|AUTHORITYDESCRIPTION=ITAL-TBS S.P.A.|AUTHORITYCONTACTINFORMATION=info@italtbs.com|VALIDFROM=01/01/2007 00:00|||||||
ID SUFFIX|CODE|NAME|DESCRIPTION|ELEMENT TYPE|SEQUENCE NUMBER|STATUS|KEYWORDS|EXTENSION[Abbreviation]|EXTENSION[Enable annotation]|EXTENSION[Score]|TRANSLATION[de]|TRANSLATION[en]|TRANSLATION[it]|RELATION[CodeValueCity]|RELATION[CodeValuePhi]|VALID FROM|VALID TO
C.25.7.2_V0|25.72|25.72|Fabbricazione di serrature e cerniere|S|0|1|METALMECCANICA||||||Fabbricazione di serrature e cerniere|||01/01/2007 00:00|
C.25.7.2.0_V0|25.72.0|25.72.0|Fabbricazione di serrature e cerniere e ferramenta simili|S|0|1|METALMECCANICA||||||Fabbricazione di serrature e cerniere e ferramenta simili|||01/01/2007 00:00|
C.25.7.2.0.0_V0|25.72.00|25.72.00|Fabbricazione di serrature e cerniere e ferramenta simili|C|0|1|METALMECCANICA||||||Fabbricazione di serrature e cerniere e ferramenta simili|||01/01/2007 00:00|
C.25.7.3_V0|25.73|25.73|Fabbricazione di utensileria|S|0|1|METALMECCANICA||||||Fabbricazione di utensileria|||01/01/2007 00:00|
C.25.7.3.1_V0|25.73.1|25.73.1|Fabbricazione di utensileria ad azionamento manuale; parti intercambiabili per macchine utensili|S|0|1|METALMECCANICA||||||Fabbricazione di utensileria ad azionamento manuale; parti intercambiabili per macchine utensili|||01/01/2007 00:00|
C.25.7.3.1.1_V0|25.73.11|25.73.11|Fabbricazione di utensileria ad azionamento manuale|C|0|1|METALMECCANICA||||||Fabbricazione di utensileria ad azionamento manuale|||01/01/2007 00:00|
C.25.7.3.1.2_V0|25.73.12|25.73.12|Fabbricazione di parti intercambiabili per macchine utensili|C|0|1|METALMECCANICA||||||Fabbricazione di parti intercambiabili per macchine utensili|||01/01/2007 00:00|
C.25.7.3.2_V0|25.73.2|25.73.2|Fabbricazione di stampi, portastampi, sagome, forme per macchine|S|0|1|METALMECCANICA||||||Fabbricazione di stampi, portastampi, sagome, forme per macchine|||01/01/2007 00:00|
C.25.7.3.2.0_V0|25.73.20|25.73.20|Fabbricazione di stampi, portastampi, sagome, forme per macchine|C|0|1|METALMECCANICA||||||Fabbricazione di stampi, portastampi, sagome, forme per macchine|||01/01/2007 00:00|
C.25.9_V0|25.9|25.9|FABBRICAZIONE DI ALTRI PRODOTTI IN METALLO|S|0|1|METALMECCANICA||||||FABBRICAZIONE DI ALTRI PRODOTTI IN METALLO|||01/01/2007 00:00|
C.25.9.1_V0|25.91|25.91|Fabbricazione di bidoni in acciaio e di contenitori analoghi|S|0|1|METALMECCANICA||||||Fabbricazione di bidoni in acciaio e di contenitori analoghi|||01/01/2007 00:00|
C.25.9.1.0_V0|25.91.0|25.91.0|Fabbricazione di bidoni in acciaio e contenitori analoghi per il trasporto e l'imballaggio|S|0|1|METALMECCANICA||||||Fabbricazione di bidoni in acciaio e contenitori analoghi per il trasporto e l'imballaggio|||01/01/2007 00:00|
C.25.9.1.0.0_V0|25.91.00|25.91.00|Fabbricazione di bidoni in acciaio e contenitori analoghi per il trasporto e l'imballaggio|C|0|1|METALMECCANICA||||||Fabbricazione di bidoni in acciaio e contenitori analoghi per il trasporto e l'imballaggio|||01/01/2007 00:00|
C.25.9.2_V0|25.92|25.92|Fabbricazione di imballaggi leggeri in metallo|S|0|1|METALMECCANICA||||||Fabbricazione di imballaggi leggeri in metallo|||01/01/2007 00:00|
C.25.9.2.0_V0|25.92.0|25.92.0|Fabbricazione di imballaggi leggeri in metallo|S|0|1|METALMECCANICA||||||Fabbricazione di imballaggi leggeri in metallo|||01/01/2007 00:00|
C.25.9.2.0.0_V0|25.92.00|25.92.00|Fabbricazione di imballaggi leggeri in metallo|C|0|1|METALMECCANICA||||||Fabbricazione di imballaggi leggeri in metallo|||01/01/2007 00:00|
C.25.9.3_V0|25.93|25.93|Fabbricazione di prodotti fabbricati con fili metallici, catene e molle|S|0|1|METALMECCANICA||||||Fabbricazione di prodotti fabbricati con fili metallici, catene e molle|||01/01/2007 00:00|
C.25.9.3.1_V0|25.93.1|25.93.1|Fabbricazione di prodotti fabbricati con fili metallici|S|0|1|METALMECCANICA||||||Fabbricazione di prodotti fabbricati con fili metallici|||01/01/2007 00:00|
C.25.9.3.1.0_V0|25.93.10|25.93.10|Fabbricazione di prodotti fabbricati con fili metallici|C|0|1|METALMECCANICA||||||Fabbricazione di prodotti fabbricati con fili metallici|||01/01/2007 00:00|
C.25.9.3.2_V0|25.93.2|25.93.2|Fabbricazione di molle|S|0|1|METALMECCANICA||||||Fabbricazione di molle|||01/01/2007 00:00|
C.25.9.3.2.0_V0|25.93.20|25.93.20|Fabbricazione di molle|C|0|1|METALMECCANICA||||||Fabbricazione di molle|||01/01/2007 00:00|
C.25.9.3.3_V0|25.93.3|25.93.3|Fabbricazione di catene fucinate senza saldatura e stampate|S|0|1|METALMECCANICA||||||Fabbricazione di catene fucinate senza saldatura e stampate|||01/01/2007 00:00|
C.25.9.3.3.0_V0|25.93.30|25.93.30|Fabbricazione di catene fucinate senza saldatura e stampate|C|0|1|METALMECCANICA||||||Fabbricazione di catene fucinate senza saldatura e stampate|||01/01/2007 00:00|
C.25.9.4_V0|25.94|25.94|Fabbricazione di articoli di bulloneria|S|0|1|METALMECCANICA||||||Fabbricazione di articoli di bulloneria|||01/01/2007 00:00|
C.25.9.4.0_V0|25.94.0|25.94.0|Fabbricazione di articoli di bulloneria|S|0|1|METALMECCANICA||||||Fabbricazione di articoli di bulloneria|||01/01/2007 00:00|
C.25.9.4.0.0_V0|25.94.00|25.94.00|Fabbricazione di articoli di bulloneria|C|0|1|METALMECCANICA||||||Fabbricazione di articoli di bulloneria|||01/01/2007 00:00|
C.25.9.9_V0|25.99|25.99|Fabbricazione di altri prodotti in metallo nca|S|0|1|METALMECCANICA||||||Fabbricazione di altri prodotti in metallo nca|||01/01/2007 00:00|
C.25.9.9.1_V0|25.99.1|25.99.1|Fabbricazione di stoviglie, pentolame, vasellame, attrezzi da cucina e accessori casalinghi non elettrici, articoli metallici per l'arredamento di stanze da bagno|S|0|1|METALMECCANICA||||||Fabbricazione di stoviglie, pentolame, vasellame, attrezzi da cucina e accessori casalinghi non elettrici, articoli metallici per l'arredamento di stanze da bagno|||01/01/2007 00:00|
C.25.9.9.1.1_V0|25.99.11|25.99.11|Fabbricazione di caraffe e bottiglie isolate in metallo|C|0|1|METALMECCANICA||||||Fabbricazione di caraffe e bottiglie isolate in metallo|||01/01/2007 00:00|
C.25.9.9.1.9_V0|25.99.19|25.99.19|Fabbricazione di stoviglie, pentolame, vasellame, attrezzi da cucina e altri accessori casalinghi non elettrici, articoli metallici per l'arredamento di stanze da bagno|C|0|1|METALMECCANICA||||||Fabbricazione di stoviglie, pentolame, vasellame, attrezzi da cucina e altri accessori casalinghi non elettrici, articoli metallici per l'arredamento di stanze da bagno|||01/01/2007 00:00|
C.25.9.9.2_V0|25.99.2|25.99.2|Fabbricazione di casseforti, forzieri e porte metalliche blindate|S|0|1|METALMECCANICA||||||Fabbricazione di casseforti, forzieri e porte metalliche blindate|||01/01/2007 00:00|
C.25.9.9.2.0_V0|25.99.20|25.99.20|Fabbricazione di casseforti, forzieri e porte metalliche blindate|C|0|1|METALMECCANICA||||||Fabbricazione di casseforti, forzieri e porte metalliche blindate|||01/01/2007 00:00|
C.25.9.9.3_V0|25.99.3|25.99.3|Fabbricazione di oggetti in ferro, in rame ed altri metalli|S|0|1|METALMECCANICA||||||Fabbricazione di oggetti in ferro, in rame ed altri metalli|||01/01/2007 00:00|
C.25.9.9.3.0_V0|25.99.30|25.99.30|Fabbricazione di oggetti in ferro, in rame ed altri metalli|C|0|1|METALMECCANICA||||||Fabbricazione di oggetti in ferro, in rame ed altri metalli|||01/01/2007 00:00|
C.25.9.9.9_V0|25.99.9|25.99.9|Fabbricazione di altri articoli metallici e minuteria metallica|S|0|1|METALMECCANICA||||||Fabbricazione di altri articoli metallici e minuteria metallica|||01/01/2007 00:00|
C.25.9.9.9.1_V0|25.99.91|25.99.91|Fabbricazione di magneti metallici permanenti|C|0|1|METALMECCANICA||||||Fabbricazione di magneti metallici permanenti|||01/01/2007 00:00|
C.25.9.9.9.9_V0|25.99.99|25.99.99|Fabbricazione di altri articoli metallici e minuteria metallica nca|C|0|1|METALMECCANICA||||||Fabbricazione di altri articoli metallici e minuteria metallica nca|||01/01/2007 00:00|
C.26_V0|26|26|FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI|S|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI|||01/01/2007 00:00|
C.26.1_V0|26.1|26.1|FABBRICAZIONE DI COMPONENTI ELETTRONICI E SCHEDE ELETTRONICHE|S|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||FABBRICAZIONE DI COMPONENTI ELETTRONICI E SCHEDE ELETTRONICHE|||01/01/2007 00:00|
C.26.1.1_V0|26.11|26.11|Fabbricazione di componenti elettronici|S|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||Fabbricazione di componenti elettronici|||01/01/2007 00:00|
C.26.1.1.0_V0|26.11.0|26.11.0|Fabbricazione di componenti elettronici|S|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||Fabbricazione di componenti elettronici|||01/01/2007 00:00|
C.26.1.1.0.1_V0|26.11.01|26.11.01|Fabbricazione di diodi, transistor e relativi congegni elettronici|C|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||Fabbricazione di diodi, transistor e relativi congegni elettronici|||01/01/2007 00:00|
C.26.1.1.0.9_V0|26.11.09|26.11.09|Fabbricazione di altri componenti elettronici|C|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||Fabbricazione di altri componenti elettronici|||01/01/2007 00:00|
C.26.1.2_V0|26.12|26.12|Fabbricazione di schede elettroniche assemblate|S|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||Fabbricazione di schede elettroniche assemblate|||01/01/2007 00:00|
C.26.1.2.0_V0|26.12.0|26.12.0|Fabbricazione di schede elettroniche assemblate|S|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||Fabbricazione di schede elettroniche assemblate|||01/01/2007 00:00|
C.26.1.2.0.0_V0|26.12.00|26.12.00|Fabbricazione di schede elettroniche assemblate|C|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||Fabbricazione di schede elettroniche assemblate|||01/01/2007 00:00|
C.26.2_V0|26.2|26.2|FABBRICAZIONE DI COMPUTER E UNITÀ PERIFERICHE|S|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||FABBRICAZIONE DI COMPUTER E UNITÀ PERIFERICHE|||01/01/2007 00:00|
C.26.2.0_V0|26.20|26.20|Fabbricazione di computer e unità periferiche|S|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||Fabbricazione di computer e unità periferiche|||01/01/2007 00:00|
C.26.2.0.0_V0|26.20.0|26.20.0|Fabbricazione di computer e unità periferiche|S|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||Fabbricazione di computer e unità periferiche|||01/01/2007 00:00|
C.26.2.0.0.0_V0|26.20.00|26.20.00|Fabbricazione di computer e unità periferiche|C|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||Fabbricazione di computer e unità periferiche|||01/01/2007 00:00|
C.26.3_V0|26.3|26.3|FABBRICAZIONE DI APPARECCHIATURE PER LE TELECOMUNICAZIONI|S|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||FABBRICAZIONE DI APPARECCHIATURE PER LE TELECOMUNICAZIONI|||01/01/2007 00:00|
C.26.3.0_V0|26.30|26.30|Fabbricazione di apparecchiature per le telecomunicazioni|S|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||Fabbricazione di apparecchiature per le telecomunicazioni|||01/01/2007 00:00|
C.26.3.0.1_V0|26.30.1|26.30.1|Fabbricazione di apparecchi trasmittenti radiotelevisivi (incluse le telecamere)|S|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||Fabbricazione di apparecchi trasmittenti radiotelevisivi (incluse le telecamere)|||01/01/2007 00:00|
C.26.3.0.1.0_V0|26.30.10|26.30.10|Fabbricazione di apparecchi trasmittenti radiotelevisivi (incluse le telecamere)|C|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||Fabbricazione di apparecchi trasmittenti radiotelevisivi (incluse le telecamere)|||01/01/2007 00:00|
C.26.3.0.2_V0|26.30.2|26.30.2|Fabbricazione di apparecchi elettrici ed elettronici per telecomunicazioni|S|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||Fabbricazione di apparecchi elettrici ed elettronici per telecomunicazioni|||01/01/2007 00:00|
C.26.3.0.2.1_V0|26.30.21|26.30.21|Fabbricazione di sistemi antifurto e antincendio|C|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||Fabbricazione di sistemi antifurto e antincendio|||01/01/2007 00:00|
C.26.3.0.2.9_V0|26.30.29|26.30.29|Fabbricazione di altri apparecchi elettrici ed elettronici per telecomunicazioni|C|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||Fabbricazione di altri apparecchi elettrici ed elettronici per telecomunicazioni|||01/01/2007 00:00|
C.26.4_V0|26.4|26.4|FABBRICAZIONE DI PRODOTTI DI ELETTRONICA DI CONSUMO AUDIO E VIDEO|S|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||FABBRICAZIONE DI PRODOTTI DI ELETTRONICA DI CONSUMO AUDIO E VIDEO|||01/01/2007 00:00|
C.26.4.0_V0|26.40|26.40|Fabbricazione di prodotti di elettronica di consumo audio e video|S|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||Fabbricazione di prodotti di elettronica di consumo audio e video|||01/01/2007 00:00|
C.26.4.0.0_V0|26.40.0|26.40.0|Fabbricazione di apparecchi per la riproduzione e registrazione del suono e delle immagini|S|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||Fabbricazione di apparecchi per la riproduzione e registrazione del suono e delle immagini|||01/01/2007 00:00|
C.26.4.0.0.1_V0|26.40.01|26.40.01|Fabbricazione di apparecchi per la riproduzione e registrazione del suono e delle immagini|C|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||Fabbricazione di apparecchi per la riproduzione e registrazione del suono e delle immagini|||01/01/2007 00:00|
C.26.4.0.0.2_V0|26.40.02|26.40.02|Fabbricazione di console per videogiochi (esclusi i giochi elettronici)|C|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||Fabbricazione di console per videogiochi (esclusi i giochi elettronici)|||01/01/2007 00:00|
C.26.5_V0|26.5|26.5|FABBRICAZIONE DI STRUMENTI E APPARECCHI DI MISURAZIONE, PROVA E NAVIGAZIONE; OROLOGI|S|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||FABBRICAZIONE DI STRUMENTI E APPARECCHI DI MISURAZIONE, PROVA E NAVIGAZIONE; OROLOGI|||01/01/2007 00:00|
C.26.5.1_V0|26.51|26.51|Fabbricazione di strumenti e apparecchi di misurazione, prova e navigazione (esclusi quelli ottici)|S|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||Fabbricazione di strumenti e apparecchi di misurazione, prova e navigazione (esclusi quelli ottici)|||01/01/2007 00:00|
C.26.5.1.1_V0|26.51.1|26.51.1|Fabbricazione di strumenti per navigazione, idrologia, geofisica e meteorologia|S|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||Fabbricazione di strumenti per navigazione, idrologia, geofisica e meteorologia|||01/01/2007 00:00|
C.26.5.1.1.0_V0|26.51.10|26.51.10|Fabbricazione di strumenti per navigazione, idrologia, geofisica e meteorologia|C|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||Fabbricazione di strumenti per navigazione, idrologia, geofisica e meteorologia|||01/01/2007 00:00|
C.26.5.1.2_V0|26.51.2|26.51.2|Fabbricazione di contatori di elettricità, gas, acqua ed altri liquidi, di bilance analitiche di precisione, di apparecchi di misura e regolazione (incluse parti staccate e accessori)|S|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||Fabbricazione di contatori di elettricità, gas, acqua ed altri liquidi, di bilance analitiche di precisione, di apparecchi di misura e regolazione (incluse parti staccate e accessori)|||01/01/2007 00:00|
C.26.5.1.2.1_V0|26.51.21|26.51.21|Fabbricazione di rilevatori di fiamma e combustione, di mine, di movimento, generatori d'impulso e metal detector|C|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||Fabbricazione di rilevatori di fiamma e combustione, di mine, di movimento, generatori d'impulso e metal detector|||01/01/2007 00:00|
C.26.5.1.2.9_V0|26.51.29|26.51.29|Fabbricazione di altri apparecchi di misura e regolazione, strumenti da disegno, di contatori di elettricità, gas, acqua ed altri liquidi, di bilance analitiche di precisione (incluse parti staccate ed accessori)|C|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||Fabbricazione di altri apparecchi di misura e regolazione, strumenti da disegno, di contatori di elettricità, gas, acqua ed altri liquidi, di bilance analitiche di precisione (incluse parti staccate ed accessori)|||01/01/2007 00:00|
C.26.5.2_V0|26.52|26.52|Fabbricazione di orologi|S|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||Fabbricazione di orologi|||01/01/2007 00:00|
C.26.5.2.0_V0|26.52.0|26.52.0|Fabbricazione di orologi|S|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||Fabbricazione di orologi|||01/01/2007 00:00|
C.26.5.2.0.0_V0|26.52.00|26.52.00|Fabbricazione di orologi|C|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||Fabbricazione di orologi|||01/01/2007 00:00|
C.26.6_V0|26.6|26.6|FABBRICAZIONE DI STRUMENTI PER IRRADIAZIONE, APPARECCHIATURE ELETTROMEDICALI ED ELETTROTERAPEUTICHE|S|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||FABBRICAZIONE DI STRUMENTI PER IRRADIAZIONE, APPARECCHIATURE ELETTROMEDICALI ED ELETTROTERAPEUTICHE|||01/01/2007 00:00|
C.26.6.0_V0|26.60|26.60|Fabbricazione di strumenti per irradiazione, apparecchiature elettromedicali ed elettroterapeutiche|S|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||Fabbricazione di strumenti per irradiazione, apparecchiature elettromedicali ed elettroterapeutiche|||01/01/2007 00:00|
C.26.6.0.0_V0|26.60.0|26.60.0|Fabbricazione di strumenti per irradiazione, apparecchiature elettromedicali ed elettroterapeutiche|S|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||Fabbricazione di strumenti per irradiazione, apparecchiature elettromedicali ed elettroterapeutiche|||01/01/2007 00:00|
C.26.6.0.0.1_V0|26.60.01|26.60.01|Fabbricazione di apparecchiature di irradiazione per alimenti e latte|C|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||Fabbricazione di apparecchiature di irradiazione per alimenti e latte|||01/01/2007 00:00|
C.26.6.0.0.2_V0|26.60.02|26.60.02|Fabbricazione di apparecchi elettromedicali (incluse parti staccate e accessori)|C|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||Fabbricazione di apparecchi elettromedicali (incluse parti staccate e accessori)|||01/01/2007 00:00|
C.26.6.0.0.9_V0|26.60.09|26.60.09|Fabbricazione di altri strumenti per irradiazione ed altre apparecchiature elettroterapeutiche|C|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||Fabbricazione di altri strumenti per irradiazione ed altre apparecchiature elettroterapeutiche|||01/01/2007 00:00|
C.26.7_V0|26.7|26.7|FABBRICAZIONE DI STRUMENTI OTTICI E ATTREZZATURE FOTOGRAFICHE|S|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||FABBRICAZIONE DI STRUMENTI OTTICI E ATTREZZATURE FOTOGRAFICHE|||01/01/2007 00:00|
C.26.7.0_V0|26.70|26.70|Fabbricazione di strumenti ottici e attrezzature fotografiche|S|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||Fabbricazione di strumenti ottici e attrezzature fotografiche|||01/01/2007 00:00|
C.26.7.0.1_V0|26.70.1|26.70.1|Fabbricazione di elementi ottici e strumenti ottici di misura, controllo e precisione|S|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||Fabbricazione di elementi ottici e strumenti ottici di misura, controllo e precisione|||01/01/2007 00:00|
C.26.7.0.1.1_V0|26.70.11|26.70.11|Fabbricazione di elementi ottici e strumenti ottici di precisione|C|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||Fabbricazione di elementi ottici e strumenti ottici di precisione|||01/01/2007 00:00|
C.26.7.0.1.2_V0|26.70.12|26.70.12|Fabbricazione di attrezzature ottiche di misurazione e controllo|C|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||Fabbricazione di attrezzature ottiche di misurazione e controllo|||01/01/2007 00:00|
C.26.7.0.2_V0|26.70.2|26.70.2|Fabbricazione di apparecchiature fotografiche e cinematografiche|S|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||Fabbricazione di apparecchiature fotografiche e cinematografiche|||01/01/2007 00:00|
C.26.7.0.2.0_V0|26.70.20|26.70.20|Fabbricazione di apparecchiature fotografiche e cinematografiche|C|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||Fabbricazione di apparecchiature fotografiche e cinematografiche|||01/01/2007 00:00|
C.26.8_V0|26.8|26.8|FABBRICAZIONE DI SUPPORTI MAGNETICI ED OTTICI|S|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||FABBRICAZIONE DI SUPPORTI MAGNETICI ED OTTICI|||01/01/2007 00:00|
C.26.8.0_V0|26.80|26.80|Fabbricazione di supporti magnetici ed ottici|S|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||Fabbricazione di supporti magnetici ed ottici|||01/01/2007 00:00|
C.26.8.0.0_V0|26.80.0|26.80.0|Fabbricazione di supporti magnetici ed ottici|S|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||Fabbricazione di supporti magnetici ed ottici|||01/01/2007 00:00|
C.26.8.0.0.0_V0|26.80.00|26.80.00|Fabbricazione di supporti magnetici ed ottici|C|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||Fabbricazione di supporti magnetici ed ottici|||01/01/2007 00:00|
C.27_V0|27|27|FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE|S|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE|||01/01/2007 00:00|
C.27.1_V0|27.1|27.1|FABBRICAZIONE DI MOTORI, GENERATORI E TRASFORMATORI ELETTRICI E DI APPARECCHIATURE PER LA DISTRIBUZIONE E IL CONTROLLO DELL'ELETTRICITÀ|S|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||FABBRICAZIONE DI MOTORI, GENERATORI E TRASFORMATORI ELETTRICI E DI APPARECCHIATURE PER LA DISTRIBUZIONE E IL CONTROLLO DELL'ELETTRICITÀ|||01/01/2007 00:00|
C.27.1.1_V0|27.11|27.11|Fabbricazione di motori, generatori e trasformatori elettrici|S|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||Fabbricazione di motori, generatori e trasformatori elettrici|||01/01/2007 00:00|
C.27.1.1.0_V0|27.11.0|27.11.0|Fabbricazione di motori, generatori e trasformatori elettrici|S|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||Fabbricazione di motori, generatori e trasformatori elettrici|||01/01/2007 00:00|
C.27.1.1.0.0_V0|27.11.00|27.11.00|Fabbricazione di motori, generatori e trasformatori elettrici|C|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||Fabbricazione di motori, generatori e trasformatori elettrici|||01/01/2007 00:00|
C.27.1.2_V0|27.12|27.12|Fabbricazione di apparecchiature per le reti di distribuzione e il controllo dell'elettricità|S|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||Fabbricazione di apparecchiature per le reti di distribuzione e il controllo dell'elettricità|||01/01/2007 00:00|
C.27.1.2.0_V0|27.12.0|27.12.0|Fabbricazione di apparecchiature per le reti di distribuzione e il controllo dell'elettricità|S|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||Fabbricazione di apparecchiature per le reti di distribuzione e il controllo dell'elettricità|||01/01/2007 00:00|
C.27.1.2.0.0_V0|27.12.00|27.12.00|Fabbricazione di apparecchiature per le reti di distribuzione e il controllo dell'elettricità|C|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||Fabbricazione di apparecchiature per le reti di distribuzione e il controllo dell'elettricità|||01/01/2007 00:00|
C.27.2_V0|27.2|27.2|FABBRICAZIONE DI BATTERIE DI PILE ED ACCUMULATORI ELETTRICI|S|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||FABBRICAZIONE DI BATTERIE DI PILE ED ACCUMULATORI ELETTRICI|||01/01/2007 00:00|
C.27.2.0_V0|27.20|27.20|Fabbricazione di batterie di pile ed accumulatori elettrici|S|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||Fabbricazione di batterie di pile ed accumulatori elettrici|||01/01/2007 00:00|
C.27.2.0.0_V0|27.20.0|27.20.0|Fabbricazione di batterie di pile ed accumulatori elettrici|S|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||Fabbricazione di batterie di pile ed accumulatori elettrici|||01/01/2007 00:00|
C.27.2.0.0.0_V0|27.20.00|27.20.00|Fabbricazione di batterie di pile ed accumulatori elettrici|C|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||Fabbricazione di batterie di pile ed accumulatori elettrici|||01/01/2007 00:00|
C.27.3_V0|27.3|27.3|FABBRICAZIONE DI CABLAGGI E APPARECCHIATURE DI CABLAGGIO|S|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||FABBRICAZIONE DI CABLAGGI E APPARECCHIATURE DI CABLAGGIO|||01/01/2007 00:00|
C.27.3.1_V0|27.31|27.31|Fabbricazione di cavi a fibra ottica|S|0|1|FABBRICAZIONE APP. ELETTRICHE E ELETTRONICHE||||||Fabbricazione di cavi a fibra ottica|||01/01/2007 00:00|
